Id,pais,provincia_departamento,ciudad,property_type,operation_type,rooms,bedrooms,bathrooms,surface_total,currency,price
2919,Argentina,Capital Federal,Palermo,Departamento,Venta,1.0,1.0,1.0,51.0,USD,145000.0
2920,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,3.0,127.0,USD,344068.0
2921,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Departamento,Venta,3.0,2.0,2.0,70.0,USD,250000.0
2922,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,2.0,55.0,USD,89900.0
2923,Argentina,Capital Federal,Barracas,Departamento,Venta,1.0,1.0,1.0,26.0,USD,62000.0
2924,Argentina,Capital Federal,Belgrano,Departamento,Venta,3.0,2.0,1.0,54.0,USD,169000.0
2925,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,3.0,120.0,USD,109551.0
2926,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,1.0,59.0,USD,53675.0
2927,Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,Venta,2.0,1.0,1.0,41.0,USD,59000.0
2928,Argentina,Capital Federal,Balvanera,Departamento,Venta,2.0,1.0,1.0,32.0,USD,74900.0
2929,Colombia,Antioquia,Bello,Apartamento,Venta,2.0,2.0,2.0,60.0,USD,27250.0
2930,Colombia,Santander,Bucaramanga,Apartamento,Venta,4.0,4.0,5.0,165.0,USD,357831.0
2931,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,4.0,244.0,USD,605560.0
2932,Argentina,Capital Federal,Balvanera,Departamento,Venta,1.0,1.0,1.0,44.0,USD,99000.0
2933,Colombia,Antioquia,Medellín,Apartamento,Venta,3.0,3.0,2.0,75.0,USD,42664.0
2934,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,1.0,40.0,USD,78000.0
2935,Argentina,Capital Federal,Monserrat,Departamento,Venta,2.0,1.0,1.0,43.0,USD,90000.0
2936,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,35.0,USD,64000.0
2937,Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Departamento,Venta,2.0,1.0,1.0,55.0,USD,140000.0
2938,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,4.0,231.0,USD,265621.0
2939,Argentina,Neuquén,Lácar,Departamento,Venta,3.0,2.0,1.0,53.0,USD,159000.0
2940,Argentina,Capital Federal,Almagro,Departamento,Venta,3.0,2.0,1.0,42.0,USD,100000.0
2941,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,2.0,94.0,USD,200936.0
2942,Argentina,San Luis,San Francisco del Monte de Oro,Departamento,Venta,1.0,1.0,1.0,20.0,USD,15500.0
2943,Argentina,Capital Federal,Almagro,Departamento,Venta,4.0,3.0,2.0,124.0,USD,215000.0
2944,Argentina,Capital Federal,Almagro,Departamento,Venta,2.0,1.0,1.0,35.0,USD,90000.0
2945,Colombia,Cundinamarca,Chía,Apartamento,Venta,1.0,1.0,2.0,47.0,USD,48170.0
2946,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,2.0,122.0,USD,159648.0
2947,Argentina,Santa Fe,Rosario,Departamento,Venta,1.0,1.0,1.0,25.0,USD,52000.0
2948,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,2.0,66.0,USD,75695.0
2949,Argentina,Capital Federal,Palermo,Departamento,Venta,2.0,1.0,1.0,106.0,USD,440000.0
2950,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,2.0,76.0,USD,52298.0
2951,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,3.0,120.0,USD,115604.0
2952,Colombia,Antioquia,Envigado,Apartamento,Venta,4.0,4.0,5.0,157.0,USD,153867.0
2953,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,35.0,USD,75000.0
2954,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,3.0,245.0,USD,258739.0
2955,Colombia,Cundinamarca,Zipaquirá,Apartamento,Venta,3.0,3.0,2.0,97.0,USD,82576.0
2956,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,45.0,USD,60000.0
2957,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,1.0,43.0,USD,84000.0
2958,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,2.0,63.0,USD,95789.0
2959,Argentina,Capital Federal,Caballito,Departamento,Venta,2.0,1.0,1.0,28.0,USD,65000.0
2960,Colombia,Valle del Cauca,Cali,Apartamento,Venta,2.0,2.0,2.0,90.0,USD,112854.0
2961,Argentina,Capital Federal,Almagro,Departamento,Venta,2.0,1.0,1.0,26.0,USD,67000.0
2962,Argentina,Capital Federal,Las Cañitas,Departamento,Venta,3.0,2.0,2.0,114.0,USD,274000.0
2963,Argentina,Buenos Aires Interior,Bahía Blanca,Departamento,Venta,3.0,2.0,2.0,95.0,USD,128000.0
2964,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,1.0,1.0,2.0,54.0,USD,85329.0
2965,Argentina,Buenos Aires Interior,Pergamino,Departamento,Venta,6.0,3.0,2.0,90.0,USD,175000.0
2966,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,30.0,USD,45000.0
2967,Argentina,Capital Federal,Recoleta,Departamento,Venta,3.0,2.0,1.0,82.0,USD,185000.0
2968,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,2.0,115.0,USD,107349.0
2969,Colombia,Atlántico,Barranquilla,Apartamento,Venta,2.0,2.0,2.0,93.0,USD,85329.0
2970,Colombia,Antioquia,Bello,Apartamento,Venta,3.0,3.0,3.0,89.0,USD,90834.0
2971,Argentina,Capital Federal,Palermo,Departamento,Venta,6.0,3.0,2.0,175.0,USD,860000.0
2972,Argentina,Capital Federal,Caballito,Departamento,Venta,2.0,1.0,1.0,51.0,USD,170000.0
2973,Argentina,Capital Federal,Villa Crespo,Departamento,Venta,4.0,3.0,1.0,100.0,USD,180000.0
2974,Argentina,Capital Federal,Once,Departamento,Venta,2.0,1.0,1.0,37.0,USD,55000.0
2975,Argentina,Capital Federal,Parque Chacabuco,Departamento,Venta,2.0,1.0,1.0,43.0,USD,80000.0
2976,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Departamento,Venta,1.0,1.0,1.0,28.0,USD,47000.0
2977,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,34.0,USD,49500.0
2978,Argentina,Capital Federal,Palermo,Departamento,Venta,4.0,3.0,3.0,266.0,USD,1680000.0
2979,Argentina,Capital Federal,Belgrano,Departamento,Venta,2.0,1.0,1.0,50.0,USD,140000.0
2980,Colombia,Antioquia,Envigado,Apartamento,Venta,2.0,2.0,2.0,65.0,USD,81200.0
2981,Argentina,Santa Fe,Santa Fe,Departamento,Venta,2.0,1.0,1.0,36.0,USD,66000.0
2982,Argentina,Mendoza,Godoy Cruz,Departamento,Venta,4.0,3.0,1.0,73.0,USD,53000.0
2983,Argentina,Santa Fe,Rosario,Departamento,Venta,3.0,1.0,1.0,38.0,USD,70000.0
2984,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,4.0,144.0,USD,233966.0
2985,Argentina,Capital Federal,Almagro,Departamento,Venta,4.0,3.0,3.0,101.0,USD,230000.0
2986,Argentina,Capital Federal,Puerto Madero,Departamento,Venta,1.0,1.0,1.0,48.0,USD,290000.0
2987,Argentina,Capital Federal,Flores,Departamento,Venta,3.0,2.0,1.0,63.0,USD,132000.0
2988,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,1.0,1.0,1.0,60.0,USD,118359.0
2989,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Departamento,Venta,3.0,2.0,1.0,63.0,USD,120000.0
2990,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,Venta,3.0,2.0,2.0,60.0,USD,180000.0
2991,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Departamento,Venta,2.0,1.0,1.0,38.0,USD,82000.0
2992,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,4.0,3.0,3.0,230.0,USD,890000.0
2993,Colombia,Risaralda,Pereira,Apartamento,Venta,3.0,3.0,2.0,75.0,USD,79824.0
2994,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,35.0,USD,75000.0
2995,Argentina,Capital Federal,Palermo,Departamento,Venta,3.0,2.0,2.0,75.0,USD,255000.0
2996,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Departamento,Venta,3.0,2.0,2.0,75.0,USD,269000.0
2997,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,3.0,2.0,1.0,79.0,USD,155000.0
2998,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,2.0,85.0,USD,64134.0
2999,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,3.0,100.0,USD,158271.0
3000,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,2.0,64.0,USD,57803.0
3001,Argentina,Capital Federal,Saavedra,Departamento,Venta,2.0,1.0,1.0,47.0,USD,140000.0
3002,Argentina,Capital Federal,Nuñez,Departamento,Venta,3.0,2.0,2.0,54.0,USD,158000.0
3003,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,1.0,1.0,1.0,32.0,USD,69900.0
3004,Colombia,Atlántico,Barranquilla,Apartamento,Venta,2.0,2.0,2.0,110.0,USD,115056.0
3005,Argentina,Capital Federal,San Cristobal,Departamento,Venta,2.0,1.0,1.0,30.0,USD,59000.0
3006,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,3.0,2.0,2.0,75.0,USD,215000.0
3007,Colombia,Antioquia,Medellín,Apartamento,Venta,4.0,4.0,4.0,198.0,USD,178915.0
3008,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,3.0,2.0,1.0,60.0,USD,90000.0
3009,Argentina,Capital Federal,Recoleta,Departamento,Venta,4.0,2.0,3.0,160.0,USD,690000.0
3010,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,3.0,2.0,2.0,67.0,USD,189000.0
3011,Argentina,Capital Federal,Villa Crespo,Departamento,Venta,2.0,1.0,1.0,33.0,USD,110187.0
3012,Argentina,Capital Federal,Barrio Norte,Departamento,Venta,2.0,1.0,1.0,55.0,USD,225000.0
3013,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,2.0,98.0,USD,151390.0
3014,Argentina,Capital Federal,Villa Crespo,Departamento,Venta,2.0,1.0,1.0,36.0,USD,82000.0
3015,Argentina,Capital Federal,Puerto Madero,Departamento,Venta,3.0,2.0,3.0,150.0,USD,785007.0
3016,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,2.0,108.0,USD,105973.0
3017,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,3.0,126.0,USD,66061.0
3018,Argentina,Capital Federal,Belgrano,Departamento,Venta,6.0,4.0,3.0,330.0,USD,1400000.0
3019,Argentina,Capital Federal,Belgrano,Departamento,Venta,2.0,1.0,1.0,47.0,USD,199000.0
3020,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,4.0,200.0,USD,379851.0
3021,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,3.0,2.0,2.0,45.0,USD,125000.0
3022,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,Venta,2.0,1.0,1.0,26.0,USD,55000.0
3023,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,2.0,70.0,USD,79824.0
3024,Argentina,Neuquén,Confluencia,Departamento,Venta,2.0,1.0,1.0,47.0,USD,130000.0
3025,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,2.0,56.0,USD,46793.0
3026,Argentina,Capital Federal,Palermo,Departamento,Venta,2.0,1.0,1.0,37.0,USD,118000.0
3027,Argentina,Capital Federal,Palermo,Departamento,Venta,2.0,1.0,1.0,46.0,USD,120000.0
3028,Argentina,Capital Federal,Recoleta,Departamento,Venta,2.0,1.0,1.0,41.0,USD,135000.0
3029,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,Venta,2.0,1.0,1.0,50.0,USD,136500.0
3030,Colombia,Atlántico,Barranquilla,Apartamento,Venta,2.0,2.0,1.0,66.0,USD,44041.0
3031,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Departamento,Venta,1.0,1.0,1.0,42.0,USD,126000.0
3032,Argentina,Capital Federal,Colegiales,Departamento,Venta,2.0,1.0,1.0,31.0,USD,109999.0
3033,Argentina,Capital Federal,Almagro,Departamento,Venta,3.0,2.0,2.0,72.0,USD,229000.0
3034,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,Venta,3.0,2.0,1.0,97.0,USD,185000.0
3035,Argentina,Capital Federal,Retiro,Departamento,Venta,2.0,1.0,1.0,55.0,USD,135000.0
3036,Argentina,Capital Federal,Palermo,Departamento,Venta,1.0,1.0,1.0,53.0,USD,150000.0
3037,Argentina,Capital Federal,Palermo,Departamento,Venta,1.0,1.0,1.0,33.0,USD,119000.0
3038,Argentina,Capital Federal,San Nicolás,Departamento,Venta,3.0,2.0,1.0,110.0,USD,149000.0
3039,Argentina,Capital Federal,Villa Crespo,Departamento,Venta,2.0,1.0,1.0,35.0,USD,86000.0
3040,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,2.0,162.0,USD,88081.0
3041,Argentina,Capital Federal,Palermo,Departamento,Venta,8.0,4.0,3.0,305.0,USD,1480000.0
3042,Argentina,Capital Federal,Recoleta,Departamento,Venta,1.0,1.0,1.0,29.0,USD,110000.0
3043,Argentina,Capital Federal,Caballito,Departamento,Venta,2.0,1.0,1.0,50.0,USD,150000.0
3044,Argentina,Capital Federal,Recoleta,Departamento,Venta,3.0,2.0,2.0,118.0,USD,530000.0
3045,Argentina,Capital Federal,Chacarita,Departamento,Venta,4.0,3.0,1.0,95.0,USD,172000.0
3046,Argentina,Capital Federal,Belgrano,Departamento,Venta,2.0,1.0,1.0,36.0,USD,125000.0
3047,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,3.0,110.0,USD,98706.0
3048,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,Venta,3.0,2.0,3.0,130.0,USD,380000.0
3049,Argentina,Capital Federal,Villa Pueyrredón,Departamento,Venta,2.0,1.0,1.0,46.0,USD,68000.0
3050,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,3.0,123.0,USD,231214.0
3051,Argentina,Capital Federal,Puerto Madero,Departamento,Venta,4.0,3.0,3.0,163.0,USD,900000.0
3052,Argentina,Capital Federal,Recoleta,Departamento,Venta,2.0,1.0,1.0,47.0,USD,149000.0
3053,Argentina,Capital Federal,Puerto Madero,Departamento,Venta,4.0,3.0,3.0,250.0,USD,1500000.0
3054,Argentina,Capital Federal,Caballito,Departamento,Venta,2.0,1.0,1.0,44.0,USD,114900.0
3055,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,Venta,5.0,3.0,3.0,115.0,USD,210000.0
3056,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Departamento,Venta,5.0,4.0,3.0,172.0,USD,990000.0
3057,Argentina,Capital Federal,Barrio Norte,Departamento,Venta,2.0,1.0,1.0,40.0,USD,120000.0
3058,Argentina,Santa Fe,Rosario,Departamento,Venta,5.0,2.0,2.0,140.0,USD,255000.0
3059,Argentina,Santa Fe,Rosario,Departamento,Venta,1.0,1.0,1.0,45.0,USD,62000.0
3060,Argentina,Capital Federal,Caballito,Departamento,Venta,1.0,1.0,1.0,25.0,USD,60000.0
3061,Argentina,Capital Federal,Palermo,Departamento,Venta,2.0,1.0,1.0,37.0,USD,185000.0
3062,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,1.0,1.0,2.0,115.0,USD,319295.0
3063,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,1.0,1.0,1.0,23.0,USD,46900.0
3064,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,4.0,332.0,USD,935866.0
3065,Argentina,Capital Federal,Saavedra,Departamento,Venta,3.0,2.0,2.0,70.0,USD,260000.0
3066,Argentina,Capital Federal,Caballito,Departamento,Venta,2.0,1.0,1.0,50.0,USD,145000.0
3067,Argentina,Capital Federal,Palermo,Departamento,Venta,1.0,1.0,1.0,26.0,USD,84000.0
3068,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,3.0,113.0,USD,112854.0
3069,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,3.0,102.0,USD,104597.0
3070,Argentina,Capital Federal,Almagro,Departamento,Venta,2.0,1.0,1.0,40.0,USD,93000.0
3071,Argentina,Capital Federal,Recoleta,Departamento,Venta,2.0,1.0,1.0,108.0,USD,880000.0
3072,Argentina,Capital Federal,Caballito,Departamento,Venta,2.0,1.0,1.0,31.0,USD,85000.0
3073,Argentina,Capital Federal,Belgrano,Departamento,Venta,2.0,1.0,1.0,38.0,USD,99000.0
3074,Argentina,Santa Fe,Rosario,Departamento,Venta,3.0,3.0,1.0,100.0,USD,70000.0
3075,Argentina,Bs.As. G.B.A. Zona Norte,San Miguel,Departamento,Venta,2.0,1.0,1.0,45.0,USD,85000.0
3076,Argentina,Capital Federal,Villa Crespo,Departamento,Venta,2.0,1.0,1.0,32.0,USD,85000.0
3077,Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Departamento,Venta,3.0,2.0,1.0,76.0,USD,210000.0
3078,Argentina,Capital Federal,Recoleta,Departamento,Venta,2.0,1.0,2.0,109.0,USD,380000.0
3079,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Departamento,Venta,5.0,4.0,1.0,100.0,USD,120000.0
3080,Colombia,Santander,Bucaramanga,Apartamento,Venta,3.0,3.0,2.0,90.0,USD,55051.0
3081,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,4.0,147.0,USD,187173.0
3082,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,2.0,104.0,USD,140380.0
3083,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,3.0,156.0,USD,261492.0
3084,Argentina,Capital Federal,Palermo,Departamento,Venta,2.0,1.0,1.0,40.0,USD,160000.0
3085,Argentina,Capital Federal,Villa Crespo,Departamento,Venta,2.0,1.0,1.0,42.0,USD,130000.0
3086,Argentina,Capital Federal,Retiro,Departamento,Venta,1.0,1.0,1.0,24.0,USD,73000.0
3087,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,Venta,8.0,4.0,2.0,144.0,USD,295000.0
3088,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,3.0,2.0,1.0,50.0,USD,49000.0
3089,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,3.0,110.0,USD,120011.0
3090,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Departamento,Venta,2.0,1.0,1.0,48.0,USD,102000.0
3091,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,3.0,2.0,1.0,100.0,USD,129000.0
3092,Argentina,Capital Federal,Balvanera,Departamento,Venta,1.0,1.0,1.0,35.0,USD,85000.0
3093,Argentina,Capital Federal,Retiro,Departamento,Venta,3.0,2.0,1.0,51.0,USD,110000.0
3094,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,3.0,2.0,1.0,70.0,USD,129900.0
3095,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,1.0,52.0,USD,34407.0
3096,Argentina,Capital Federal,San Telmo,Departamento,Venta,1.0,1.0,1.0,48.0,USD,113500.0
3097,Argentina,Santa Fe,Rosario,Departamento,Venta,3.0,2.0,1.0,40.0,USD,59000.0
3098,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,2.0,70.0,USD,72117.0
3099,Argentina,Capital Federal,Liniers,Departamento,Venta,2.0,1.0,1.0,40.0,USD,78000.0
3100,Argentina,Capital Federal,Recoleta,Departamento,Venta,5.0,3.0,3.0,202.0,USD,600000.0
3101,Argentina,Capital Federal,San Nicolás,Departamento,Venta,6.0,5.0,2.0,90.0,USD,180000.0
3102,Colombia,Magdalena,Santa Marta,Apartamento,Venta,4.0,4.0,3.0,117.0,USD,82576.0
3103,Argentina,Capital Federal,Colegiales,Departamento,Venta,3.0,2.0,2.0,50.0,USD,165000.0
3104,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,1.0,61.0,USD,100468.0
3105,Argentina,Capital Federal,Belgrano,Departamento,Venta,3.0,2.0,2.0,93.0,USD,285000.0
3106,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,2.0,64.0,USD,93587.0
3107,Argentina,Capital Federal,Retiro,Departamento,Venta,5.0,3.0,3.0,133.0,USD,330000.0
3108,Argentina,Santa Fe,Rosario,Departamento,Venta,3.0,2.0,2.0,60.0,USD,105000.0
3109,Argentina,Río Negro,General Roca,Departamento,Venta,4.0,2.0,2.0,95.0,USD,200000.0
3110,Argentina,Santa Fe,Rosario,Departamento,Venta,3.0,2.0,2.0,90.0,USD,206000.0
3111,Argentina,Capital Federal,Coghlan,Departamento,Venta,1.0,1.0,1.0,46.0,USD,137000.0
3112,Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Departamento,Venta,2.0,1.0,1.0,57.0,USD,125000.0
3113,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,2.0,79.0,USD,147261.0
3114,Argentina,Capital Federal,Caballito,Departamento,Venta,2.0,1.0,1.0,39.0,USD,85000.0
3115,Argentina,Córdoba,Córdoba,Departamento,Venta,5.0,3.0,2.0,96.0,USD,119999.0
3116,Argentina,Mendoza,Godoy Cruz,Departamento,Venta,3.0,1.0,1.0,47.0,USD,55000.0
3117,Argentina,Santa Fe,Rosario,Departamento,Venta,4.0,3.0,4.0,135.0,USD,235000.0
3118,Argentina,Córdoba,Córdoba,Departamento,Venta,2.0,1.0,1.0,48.0,USD,64000.0
3119,Colombia,Valle del Cauca,Palmira,Apartamento,Venta,4.0,4.0,3.0,99.0,USD,44041.0
3120,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,3.0,4.0,2.0,75.0,USD,145900.0
3121,Argentina,Capital Federal,San Cristobal,Departamento,Venta,3.0,2.0,1.0,60.0,USD,115000.0
3122,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Departamento,Venta,2.0,1.0,1.0,59.0,USD,130000.0
3123,Argentina,Capital Federal,San Telmo,Departamento,Venta,2.0,1.0,1.0,38.0,USD,98000.0
3124,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,2.0,104.0,USD,104597.0
3125,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,3.0,2.0,2.0,70.0,USD,138000.0
3126,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,1.0,35.0,USD,65000.0
3127,Argentina,Capital Federal,San Telmo,Departamento,Venta,3.0,2.0,1.0,61.0,USD,148000.0
3128,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,3.0,134.0,USD,206441.0
3129,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,3.0,94.0,USD,117809.0
3130,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,3.0,210.0,USD,316543.0
3131,Argentina,Córdoba,Córdoba,Departamento,Venta,3.0,1.0,1.0,40.0,USD,65000.0
3132,Argentina,Capital Federal,Palermo,Departamento,Venta,1.0,1.0,1.0,53.0,USD,150000.0
3133,Argentina,Capital Federal,Almagro,Departamento,Venta,4.0,3.0,1.0,85.0,USD,169000.0
3134,Argentina,Capital Federal,Palermo,Departamento,Venta,3.0,2.0,2.0,86.0,USD,440000.0
3135,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,2.0,82.0,USD,82576.0
3136,Argentina,Capital Federal,Palermo,Departamento,Venta,2.0,1.0,1.0,47.0,USD,115000.0
3137,Argentina,Capital Federal,Caballito,Departamento,Venta,2.0,1.0,1.0,42.0,USD,125000.0
3138,Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Departamento,Venta,2.0,1.0,1.0,50.0,USD,110000.0
3139,Argentina,Capital Federal,Recoleta,Departamento,Venta,4.0,3.0,2.0,117.0,USD,450000.0
3140,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,4.0,285.0,USD,220204.0
3141,Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Departamento,Venta,2.0,1.0,1.0,62.0,USD,105000.0
3142,Argentina,Capital Federal,Palermo,Departamento,Venta,6.0,3.0,2.0,213.0,USD,810000.0
3143,Argentina,Capital Federal,Puerto Madero,Departamento,Venta,4.0,3.0,3.0,120.0,USD,620000.0
3144,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,Venta,3.0,2.0,3.0,94.0,USD,240000.0
3145,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,1.0,43.0,USD,85000.0
3146,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,2.0,59.0,USD,26149.0
3147,Argentina,Capital Federal,Parque Chacabuco,Departamento,Venta,3.0,2.0,1.0,42.0,USD,79900.0
3148,Argentina,Buenos Aires Costa Atlántica,Necochea,Departamento,Venta,2.0,1.0,1.0,32.0,USD,55000.0
3149,Argentina,Capital Federal,San Nicolás,Departamento,Venta,3.0,2.0,1.0,42.0,USD,115000.0
3150,Argentina,Santa Fe,Santa Fe,Departamento,Venta,6.0,2.0,3.0,96.0,USD,250000.0
3151,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,4.0,4.0,5.0,340.0,USD,715662.0
3152,Argentina,Capital Federal,Recoleta,Departamento,Venta,2.0,1.0,1.0,42.0,USD,172000.0
3153,Colombia,Cundinamarca,Mosquera,Apartamento,Venta,3.0,3.0,2.0,52.0,USD,41288.0
3154,Colombia,Valle del Cauca,Cali,Apartamento,Venta,1.0,1.0,1.0,40.0,USD,29727.0
3155,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,35.0,USD,64000.0
3156,Argentina,Capital Federal,Almagro,Departamento,Venta,3.0,2.0,1.0,49.0,USD,153000.0
3157,Argentina,Capital Federal,Recoleta,Departamento,Venta,2.0,1.0,1.0,32.0,USD,100000.0
3158,Colombia,Antioquia,Bello,Apartamento,Venta,3.0,3.0,2.0,92.0,USD,96312.0
3159,Colombia,Risaralda,Pereira,Apartamento,Venta,3.0,3.0,2.0,119.0,USD,77071.0
3160,Colombia,Antioquia,Medellín,Apartamento,Venta,3.0,3.0,2.0,190.0,USD,206441.0
3161,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,2.0,113.0,USD,115607.0
3162,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,2.0,50.0,USD,95000.0
3163,Argentina,Santa Fe,Rosario,Departamento,Venta,3.0,2.0,1.0,65.0,USD,120000.0
