App,Category,Rating,Reviews,Type,content_rating,new_genres,date_update,new_day,new_year,size_kb,new_installs,new_price,new_month_num,new_version,new_subversion,min_android
Trello,Productivity,1,72513,Free,Everyone,Productivity,2018-07-18,18,2018,12000,5e+06,0,7,5,0,5
OST),Family,0,4444,Free,Everyone,Entertainment,2018-07-06,6,2018,10000,5e+05,0,7,3,0,4.1
AH of Rocky Hill,Medical,1,0,Free,Everyone,Medical,2017-11-24,24,2017,29000,100,0,11,,0,
DMR BrandMeister Tool,Communication,0,78,Free,Everyone,Communication,2018-03-31,31,2018,2500,10000,0,3,4,5,6
"591 housing transactions - renting houses, middle-class houses, new cases, real-time registration, villas through the sky, apartment suites, MRT, buying a house selling prices, housing mortgages",House_and_home,1,24977,Free,Everyone,House & Home,2018-08-01,1,2018,21000,1e+06,0,8,3,5,
Morse Machine for Ham Radio,Communication,1,341,Paid,Everyone,Communication,2015-02-20,20,2015,9600,5000,0.99,2,,,2
Q-Ticketing,Maps_and_navigation,0,114,Free,Everyone,Maps & Navigation,2017-12-18,18,2017,19000,10000,0,12,1,8,4.3
"Niche: College, K-12, and Neighborhood Search",Lifestyle,0,42,Free,Everyone,Lifestyle,2018-07-06,6,2018,26000,5000,0,7,1,0,4.4
Black People Meet Singles Date,Dating,0,10212,Free,Mature 17+,Dating,2018-07-25,25,2018,5000,1e+06,0,7,1,9,4.4
Free Dating App & Flirt Chat - Match with Singles,Dating,1,172460,Free,Mature 17+,Dating,2018-08-04,4,2018,3100,5e+06,0,8,1,,4
Noticias DF,Social,1,2,Free,Everyone,Social,2015-05-25,25,2015,2300,1000,0,5,1,0,2.3
Profile pictures for WhatsApp,Personalization,1,10786,Free,Mature 17+,Personalization,2018-05-20,20,2018,9400,5e+05,0,5,2,3,4.3
Moto Display,Tools,1,18239,Free,Everyone,Tools,2018-08-06,6,2018,,1e+07,0,8,,,
Quiz for Clash Royale™,Family,0,3788,Free,Everyone,Entertainment,2018-07-18,18,2018,32000,1e+05,0,7,3,0,4.1
Remix Second Hand,Shopping,1,867,Free,Everyone,Shopping,2018-08-02,2,2018,7500,1e+05,0,8,1,5,4.4
CD Supply,Business,1,0,Free,Mature 17+,Business,2018-05-28,28,2018,14000,5,0,5,2,3,5
EZ Pass,Tools,0,15,Free,Everyone,Tools,2016-09-10,10,2016,228,5000,0,9,1,3,2.3
Cъновник BG,Books_and_reference,1,13,Free,Everyone,Books & Reference,2017-01-21,21,2017,4100,1000,0,1,,,4
EY Divest,Business,1,0,Free,Everyone,Business,2017-07-11,11,2017,54000,5,0,7,1,0,4
i miss you quotes and photos,Dating,1,0,Free,Everyone,Dating,2018-07-22,22,2018,5000,100,0,7,1,0,4
Recettes Faciles et Rapides,Food_and_drink,1,95,Free,Everyone,Food & Drink,2018-01-06,6,2018,12000,50000,0,1,3,0,2.3
"Hulu: Stream TV, Movies & more",Entertainment,0,319692,Free,Teen,Entertainment,2018-08-03,3,2018,,1e+07,0,8,,,5
Perfect Piano,Game,1,828489,Free,Everyone,Music,2018-08-04,4,2018,,5e+07,0,8,,,
Quora,Social,1,313633,Free,Teen,Social,2018-07-25,25,2018,,1e+07,0,7,,,
NCLEX Multi-topic Nursing Exam Review-Quiz & notes,Medical,1,1,Free,Everyone,Medical,2018-07-24,24,2018,4200,10,0,7,1,0,
"BT Dating -Find your match, help cupid, be social",Social,1,158,Free,Mature 17+,Social,2018-07-19,19,2018,26000,50000,0,7,2,3,4.1
EF Summits,Travel_and_local,1,0,Free,Everyone,Travel & Local,2018-05-20,20,2018,19000,100,0,5,1,1,4.4
Unstoppaball DX,Family,1,5,Paid,Everyone,Puzzle,2014-05-20,20,2014,40000,50,1.49,5,1,7,
Drive 4x4 Luxury SUV Jeep,Game,1,2183,Free,Everyone,Racing,2018-07-10,10,2018,46000,5e+05,0,7,1,12,2.3
3G to 4G Converter - Simulator,Tools,1,268,Free,Everyone,Tools,2018-02-21,21,2018,2400,10000,0,2,3,0,4.1
ENCHANT U,Family,1,83977,Free,Everyone,Casual,2012-11-08,8,2012,11000,5e+05,0,11,1,2,2.1
ACCEPT CE MARKING,Productivity,1,0,Free,Everyone,Productivity,2018-06-28,28,2018,30000,10,0,6,1,0,4.1
What is my IP address,Tools,1,4228,Free,Everyone,Tools,2018-07-02,2,2018,656,5e+05,0,7,2,,4
Nubank,Finance,1,130582,Free,Everyone,Finance,2018-08-02,2,2018,24000,5e+06,0,8,,,
Don't Starve: Pocket Edition,Game,1,17988,Paid,Teen,Adventure,2018-07-25,25,2018,7900,1e+05,4.99,7,1,6,5
Q,Family,1,69126,Free,Everyone,Puzzle,2018-04-19,19,2018,60000,1e+06,0,4,2,9,4
R Studio,Shopping,0,23,Free,Everyone,Shopping,2016-07-08,8,2016,8900,5000,0,7,2,1,
CG Creative Sets: 2D/3D Artist,News_and_magazines,1,117,Free,Everyone,News & Magazines,2016-06-22,22,2016,5000,10000,0,6,3,1,
United Ag Cooperative,Business,1,0,Free,Everyone,Business,2018-04-27,27,2018,4200,5,0,4,,0,4.4
Plug-in app (System AC),Tools,0,126,Free,Everyone,Tools,2017-06-08,8,2017,11000,10000,0,6,,,4
Modern Counter Global Strike 3D,Game,1,297,Free,Teen,Action,2018-03-28,28,2018,48000,50000,0,3,1,2,4.1
BW Map mobile,Travel_and_local,0,57,Free,Everyone,Travel & Local,2018-05-31,31,2018,32000,10000,0,5,3,2,4
Talking Tom & Ben News,Family,1,1131937,Free,Everyone,Entertainment,2018-04-30,30,2018,41000,1e+08,0,4,2,4,4.1
Rejoin Your Ex,Social,1,0,Free,Everyone,Social,2015-05-26,26,2015,29000,100,0,5,2,0,
9th stage,Food_and_drink,1,454,Free,Everyone,Food & Drink,2018-03-28,28,2018,16000,1e+05,0,3,2,0,
BZ Zombie VR,Game,1,12,Free,Mature 17+,Action,2018-02-07,7,2018,98000,1000,0,2,1,4,4.4
AMBW Dating App: Asian Men Black Women Interracial,Dating,0,2,Paid,Mature 17+,Dating,2017-01-21,21,2017,17000,100,7.99,1,1,0,4
Room Painting Ideas,House_and_home,0,4450,Free,Everyone,House & Home,2015-03-17,17,2015,7600,1e+06,0,3,1,7,3
Zowi App,Family,1,516,Free,Everyone,Education,2016-12-21,21,2016,21000,50000,0,12,1,4,
iHoroscope - 2018 Daily Horoscope & Astrology,Lifestyle,1,398307,Free,Everyone,Lifestyle,2018-07-25,25,2018,19000,1e+07,0,7,,,
Toca Life: Hospital,Education,1,3528,Paid,Everyone,Education,2018-06-12,12,2018,24000,1e+05,3.99,6,1,1,4.4
Azpen eReader,Books_and_reference,0,156,Free,Everyone,Books & Reference,2018-02-15,15,2018,42000,5e+05,0,2,3,1,2.2
AX Timesheets App for Dynamics,Business,1,0,Free,Everyone,Business,2018-02-15,15,2018,9000,10,0,2,1,0,4.4
EY Africa,Business,1,0,Free,Everyone,Business,2018-04-09,9,2018,8400,100,0,4,1,42,4.2
Disney Crossy Road,Family,1,514088,Free,Everyone,Arcade,2018-05-30,30,2018,83000,1e+07,0,5,3,,4.4
Social network all in one 2018,Social,1,1403,Free,Everyone,Social,2018-01-30,30,2018,3700,1e+05,0,1,1,0,4
Makeup Editor -Beauty Photo Editor & Selfie Camera,Photography,1,3378,Free,Mature 17+,Photography,2018-07-25,25,2018,30000,1e+06,0,7,1,7,4.1
Coursera: Online courses,Education,1,90481,Free,Everyone,Education,2018-07-27,27,2018,,5e+06,0,7,,,
Marcus Theatres,Entertainment,0,2639,Free,Everyone,Entertainment,2018-02-07,7,2018,8500,1e+05,0,2,2,9,6
Display Phone Screen On TV,Tools,0,9895,Free,Everyone,Tools,2017-02-03,3,2017,2700,1e+06,0,2,2,0,4.2
BZ-Digital,News_and_magazines,1,4,Free,Everyone,News & Magazines,2018-03-05,5,2018,36000,100,0,3,2,4,4.4
AP Calculus BC: Practice Tests and Flashcards,Family,0,5,Free,Everyone,Education,2018-07-03,3,2018,5400,1000,0,7,1,6,4.1
Easy Origami Ideas,Art_and_design,1,1015,Free,Everyone,Art & Design,2018-01-06,6,2018,11000,1e+05,0,1,1,1,4.1
Evolution CP & IV Calculator for pokemon,Family,1,9465,Free,Everyone,Entertainment,2018-07-08,8,2018,43000,5e+05,0,7,0,4,4.4
CT Abdomen,Family,1,7,Free,Everyone,Education,2017-02-21,21,2017,62000,1000,0,2,1,0,4.4
English for Everyone,Family,0,429,Free,Everyone,Education,2018-07-06,6,2018,18000,10000,0,7,3,9,4.4
Clean Master Lite - For Low-End Phone,Tools,1,2246379,Free,Everyone,Tools,2018-06-28,28,2018,5100,5e+07,0,6,2,1,4
Koi Live Wallpaper,Personalization,1,14026,Paid,Everyone,Personalization,2014-06-24,24,2014,12000,1e+05,0.99,6,1,9,2.2
CB Outdoors,Family,0,5,Free,Everyone,Education,2017-05-30,30,2017,12000,1000,0,5,1,,
Daily Horoscope,Lifestyle,1,407589,Free,Everyone,Lifestyle,2018-07-20,20,2018,,1e+07,0,7,,,
Au Pair Legend,Lifestyle,1,28,Free,Everyone,Lifestyle,2018-07-19,19,2018,8800,1000,0,7,3,5,5
The Grand Wars: San Andreas,Game,0,29990,Free,Teen,Action,2017-12-08,8,2017,96000,1e+06,0,12,,,2.3
Southland CU,Finance,0,109,Free,Everyone,Finance,2017-07-20,20,2017,2800,10000,0,7,1,1,2.3
Fisher-Price® Smart Connect™,Tools,0,422,Free,Everyone,Tools,2018-02-23,23,2018,72000,50000,0,2,2,4,4.4
Cube BR LWP simple,Personalization,1,19,Free,Everyone,Personalization,2016-11-25,25,2016,206,1000,0,11,1,5,2.1
Sports Tracker Running Cycling,Health_and_fitness,1,190247,Free,Everyone,Health & Fitness,2018-08-03,3,2018,,5e+06,0,8,,,
The Great Wobo Escape Ep. 1,Game,1,5449,Free,Everyone 10+,Action,2016-09-13,13,2016,20000,5e+05,0,9,1,0,4.1
DP Battle,Family,1,132,Free,Everyone,Entertainment,2017-03-26,26,2017,2500,5000,0,3,2,0,
Ez Screen Recorder (no ad),Video_players,1,8696,Free,Everyone,Video Players & Editors,2018-06-03,3,2018,14000,1e+05,0,6,2,1,5
TNEB Quick Pay Easy,Finance,1,28,Free,Teen,Finance,2018-01-29,29,2018,1400,10000,0,1,1,,3
Manga Master - Best manga & comic reader,Comics,1,24005,Free,Adults only 18+,Comics,2018-07-04,4,2018,4900,5e+05,0,7,1,1,4.1
Baby Panda’s Juice Shop,Family,1,19230,Free,Everyone,Education,2018-07-12,12,2018,45000,5e+06,0,7,8,25,
Dr. McDougall Mobile Cookbook,Health_and_fitness,0,76,Paid,Everyone,Health & Fitness,2015-01-26,26,2015,1200,1000,4.99,1,1,1,2.2
Ay Yıldız Duvar Kağıtları,Personalization,1,3,Free,Everyone,Personalization,2017-12-10,10,2017,6500,100,0,12,1,0,4.3
Little Fire Station,Family,1,3762,Free,Everyone,Education,2018-07-02,2,2018,44000,1e+06,0,7,1,47,4.3
CONNECT: The Mobile CX Summit,Productivity,1,0,Free,Teen,Productivity,2018-08-01,1,2018,18000,50,0,8,7,18,5
Groovebook Photo Books & Gifts,Photography,0,21159,Free,Everyone,Photography,2018-01-31,31,2018,36000,5e+05,0,1,2,1,
Dr. 2048,Family,0,1985,Free,Everyone,Puzzle,2017-12-30,30,2017,3500,5e+05,0,12,1,5,4.1
I'm Ping Pong King :),Sports,1,29864,Free,Everyone,Sports,2018-07-26,26,2018,40000,1e+06,0,7,2,5,4.1
Open in WhatsApp (click to chat),Tools,1,12121,Free,Everyone,Tools,2018-08-01,1,2018,79,1e+06,0,8,1,12,
BI-LO,Lifestyle,0,43,Free,Everyone,Lifestyle,2018-07-11,11,2018,30000,10000,0,7,2,0,4.1
ab,Family,0,10,Free,Everyone,Casual,2016-10-27,27,2016,22000,1000,0,10,1,0,4
AP Themes for Kustom/KLWP,Personalization,0,5,Paid,Everyone,Personalization,2017-09-01,1,2017,45000,500,1.49,9,1,8,4.4
FR Plus 1.6,Auto_and_vehicles,1,4,Free,Everyone,Auto & Vehicles,2018-07-24,24,2018,3900,100,0,7,1,3,4.4
Yeled EI,Family,1,0,Free,Everyone,Education,2018-04-26,26,2018,15000,100,0,4,0,,4.1
Gear.Club - True Racing,Game,1,140658,Free,Everyone,Racing,2018-08-01,1,2018,37000,1e+06,0,8,1,21,4.3
Chime - Mobile Banking,Finance,1,5928,Free,Everyone,Finance,2018-07-22,22,2018,22000,5e+05,0,7,5,1,5
Mutual - LDS Dating,Dating,0,1439,Free,Mature 17+,Dating,2018-07-30,30,2018,38000,50000,0,7,1,1,4.2
AAS-IN-ASIA 2018,Events,1,3,Free,Everyone,Events,2018-07-04,4,2018,11000,100,0,7,1,1,4.1
CD View Lite,Tools,1,2,Free,Everyone,Tools,2018-02-02,2,2018,20000,100,0,2,1,0,4.1
"MexiRoomies - roomies, mexico, df, apt, house room",Lifestyle,1,2,Free,Everyone,Lifestyle,2018-07-04,4,2018,32000,500,0,7,1,9,
Q Actions - Digital Assistant,Productivity,1,0,Free,Everyone,Productivity,2018-07-20,20,2018,,500,0,7,,,
Mirrativ: Live Stream Any App,Social,1,17955,Free,Teen,Social,2018-08-02,2,2018,89000,5e+05,0,8,7,23,4.1
Angry Birds Blast,Family,1,253115,Free,Everyone,Puzzle,2018-07-27,27,2018,99000,1e+07,0,7,1,6,4.4
DTPay,Shopping,1,18,Free,Everyone,Shopping,2018-07-11,11,2018,994,1000,0,7,0,8,4
DF SmartPlus,Tools,1,0,Free,Everyone,Tools,2018-02-23,23,2018,36000,10,0,2,1,0,4.1
FP Transportation,Auto_and_vehicles,1,1,Free,Everyone,Auto & Vehicles,2018-03-09,9,2018,885,1,0,3,10,0,4
BJ & Jamie,Family,0,13,Free,Everyone,Entertainment,2015-07-06,6,2015,17000,100,0,7,1,1,
"m, cm, mm to yard, feet, inch converter tool",Tools,1,246,Free,Everyone,Tools,2018-02-06,6,2018,2800,1e+05,0,2,1,1,4
Police VAZ LADA Simulator,Family,0,3502,Free,Teen,Simulation,2016-09-11,11,2016,61000,5e+05,0,9,1,3,2.3
14thStreetVet,Medical,1,0,Free,Everyone,Medical,2018-07-16,16,2018,29000,5,0,7,,1,
BA Status,Travel_and_local,1,0,Free,Everyone,Travel & Local,2016-08-13,13,2016,5100,100,0,8,1,0,
Financial Times,News_and_magazines,1,27104,Free,Everyone 10+,News & Magazines,2018-08-03,3,2018,8200,1e+06,0,8,2,42,4.4
LightInTheBox Online Shopping,Shopping,0,41986,Free,Teen,Shopping,2018-08-06,6,2018,26000,5e+06,0,8,3,,4.1
EZ-ELD Update,Auto_and_vehicles,0,14,Free,Everyone,Auto & Vehicles,2018-02-09,9,2018,4600,1000,0,2,16,0,4.3
Housing-Real Estate & Property,Lifestyle,1,28301,Free,Everyone,Lifestyle,2018-07-13,13,2018,,1e+06,0,7,12,1,4.1
autoricardo.ch – vehicles,Lifestyle,0,1045,Free,Everyone,Lifestyle,2018-03-13,13,2018,13000,1e+05,0,3,5,1,4
DS get,Tools,0,71852,Free,Everyone,Tools,2018-05-23,23,2018,22000,5e+06,0,5,1,12,4.1
Grabo.bg,Shopping,1,8175,Free,Everyone,Shopping,2018-04-05,5,2018,3200,1e+05,0,4,3,2,
Adult Glitter Color by Number Book - Sandbox Pages,Entertainment,1,8918,Free,Everyone,Entertainment,2018-07-21,21,2018,,1e+06,0,7,1,7,4.4
Bike Race Free - Top Motorcycle Racing Games,Game,1,2586261,Free,Everyone,Racing,2018-07-31,31,2018,,1e+08,0,7,7,7,4.2
PIP Selfie Camera Photo Editor,Photography,1,156322,Free,Everyone,Photography,2018-02-01,1,2018,,1e+07,0,2,,,
Halalguur,Dating,1,6,Free,Mature 17+,Dating,2018-07-26,26,2018,9000,100,0,7,3,7,
BELONG Beating Cancer Together,Medical,1,623,Free,Teen,Medical,2018-07-29,29,2018,20000,50000,0,7,4,0,4.3
Wallpapers Volvo FH Truck,Personalization,1,4,Free,Teen,Personalization,2016-07-31,31,2016,14000,100,0,7,1,0,
SAT Test,Education,1,2363,Free,Everyone,Education,2016-11-17,17,2016,6600,1e+05,0,11,2,48,4
Talking Angela,Entertainment,0,1828284,Free,Everyone,Entertainment,2018-07-12,12,2018,52000,1e+08,0,7,2,8,4.1
"Calm - Meditate, Sleep, Relax",Health_and_fitness,1,111450,Free,Everyone,Health & Fitness,2018-08-05,5,2018,,5e+06,0,8,,,
EF Jumper,Game,1,4,Free,Everyone,Arcade,2017-07-13,13,2017,5100,100,0,7,,,
Popsicle Launcher for Android P 9.0 launcher,Personalization,1,0,Paid,Everyone,Personalization,2018-07-11,11,2018,5500,0,1.49,7,1,1,4.2
Comunidad De Fe Minitries,Lifestyle,1,19,Free,Everyone,Lifestyle,2018-03-01,1,2018,11000,500,0,3,1,1,4.1
Best DP and Status - All Type DP & Status,Family,1,1,Free,Everyone,Entertainment,2018-05-30,30,2018,5700,100,0,5,1,0,
InterracialCupid - Interracial Dating App,Dating,0,212,Free,Mature 17+,Dating,2018-06-13,13,2018,3000,50000,0,6,2,3,5
To-U - free EV public charging,Travel_and_local,1,75,Free,Everyone,Travel & Local,2018-05-23,23,2018,19000,1000,0,5,2,9,4.1
Police Car Driving Sim,Family,1,72522,Free,Everyone,Simulation,2018-04-10,10,2018,51000,1e+07,0,4,1,,
RIDE ZERO,Game,1,8778,Free,Teen,Music,2018-01-02,2,2018,36000,1e+05,0,1,1,3,4.3
"AC & TV, DVD, Set Top Box - Remote control IR",Tools,0,3632,Free,Everyone,Tools,2017-11-13,13,2017,3200,1e+06,0,11,,26,
Car Search For Craigslist CL Free,Auto_and_vehicles,0,5,Free,Everyone,Auto & Vehicles,2018-05-08,8,2018,9000,1000,0,5,1,0,
Google Calendar,Productivity,1,858208,Free,Everyone,Productivity,2018-08-06,6,2018,,5e+08,0,8,,,
Batmobile™ R/C Controller,Family,0,452,Free,Everyone,Entertainment,2018-02-02,2,2018,30000,1e+05,0,2,1,0,4.4
"GO Security－AntiVirus, AppLock, Booster",Tools,1,1251479,Free,Everyone,Tools,2018-07-24,24,2018,,1e+07,0,7,,,
CV Builder for Smart Resumes,Business,0,22,Free,Everyone,Business,2017-05-23,23,2017,4100,1000,0,5,1,9,
Viber Messenger,Communication,1,11334799,Free,Everyone,Communication,2018-07-18,18,2018,,5e+08,0,7,,,
Canvas Student,Education,1,42828,Free,Everyone,Education,2018-07-20,20,2018,,1e+06,0,7,,,
Dermatology Atlas (Colored & Illustrative),Medical,1,3,Free,Everyone,Medical,2018-07-19,19,2018,20000,100,0,7,1,0,4.1
Florida Tides & Weather,Weather,0,30,Paid,Everyone,Weather,2015-05-06,6,2015,2000,1000,6.99,5,2,0,2.3
Bubble Witch 3 Saga,Game,1,1732263,Free,Everyone,Puzzle,2018-07-17,17,2018,78000,5e+07,0,7,4,8,3
SweetLand — Family Board Game,Family,1,38,Paid,Everyone,Casual,2014-11-14,14,2014,47000,1000,0.99,11,1,2,
Wallpapers FN FAL Light Automatic Rifle,Personalization,1,0,Free,Teen,Personalization,2018-04-17,17,2018,14000,10,0,4,1,0,4.1
Supermarket Manager: Cashier Simulator Kids Games,Family,0,15489,Free,Everyone,Casual,2017-10-11,11,2017,60000,1e+06,0,10,2,4,4
Piczle Lines DX,Family,1,281,Free,Everyone,Puzzle,2018-04-15,15,2018,26000,5000,0,4,1,4,4
Nights Keeper (do not disturb),Lifestyle,1,16426,Free,Everyone,Lifestyle,2017-02-26,26,2017,1600,5e+05,0,2,2,7,2.2
DB Sound Meter: Measure Noise Level- Decibel Meter,Tools,1,824,Free,Everyone,Tools,2017-12-13,13,2017,2800,10000,0,12,1,0,4.1
Tomb of the Mask,Game,1,55380,Free,Everyone,Action,2018-07-24,24,2018,39000,5e+06,0,7,1,2,5
CY:ME - real time gps tracker,Maps_and_navigation,1,8,Free,Everyone,Maps & Navigation,2013-09-28,28,2013,749,1000,0,9,1,8,2.2
Bacteria Vaginosis,Health_and_fitness,0,4015,Free,Mature 17+,Health & Fitness,2017-04-27,27,2017,7700,1e+06,0,4,6,0,3
Latin Dating,Dating,1,0,Free,Mature 17+,Dating,2018-07-09,9,2018,13000,10,0,7,1,0,4.1
Whisper,Social,1,205803,Free,Teen,Social,2018-07-18,18,2018,,5e+06,0,7,,,
English in a Month Free,Family,0,6577,Free,Everyone,Education,2017-07-23,23,2017,13000,1e+06,0,7,1,28,4.1
"Peers.TV: broadcast TV channels First, Match TV, TNT ...",Entertainment,1,141980,Free,Teen,Entertainment,2018-07-30,30,2018,,5e+06,0,7,,,
DX,Shopping,0,6697,Free,Everyone,Shopping,2018-02-01,1,2018,11000,5e+05,0,2,4,2,4
Hungry Girl Diet Bk. Companion,Health_and_fitness,0,4,Free,Everyone,Health & Fitness,2018-02-01,1,2018,28000,1000,0,2,1,1,4
StartPage Private Search,Lifestyle,1,10198,Free,Everyone,Lifestyle,2017-08-21,21,2017,2200,1e+05,0,8,1,10,2.1
BD Internet Packages (Updated),Communication,0,474,Free,Everyone,Communication,2016-08-05,5,2016,3000,50000,0,8,0,0,4
8fit Workouts & Meal Planner,Health_and_fitness,1,115721,Free,Everyone,Health & Fitness,2018-07-11,11,2018,67000,1e+07,0,7,3,5,5
Favorite Soviet cartoons,Parenting,1,63,Free,Everyone,Parenting,2018-05-24,24,2018,4900,10000,0,5,1,0,4
ActionDirector Video Editor - Edit Videos Fast,Video_players,1,74531,Free,Everyone,Video Players & Editors,2018-06-15,15,2018,32000,5e+06,0,6,2,12,4.3
Vudu Movies & TV,Entertainment,0,58082,Free,Teen,Entertainment,2018-08-01,1,2018,,1e+07,0,8,,,
Nyan Cat: Lost In Space,Game,1,371318,Free,Everyone 10+,Arcade,2018-06-08,8,2018,90000,1e+07,0,6,10,1,4.1
Official NBSTSA CSFA Exam Prep,Medical,1,137,Free,Everyone,Medical,2018-05-17,17,2018,11000,1000,0,5,4,5,4.4
Best Buy,Shopping,1,186116,Free,Everyone,Shopping,2018-08-03,3,2018,34000,5e+06,0,8,11,6,4.4
BC Slots - The Lost Reels FREE,Game,0,209,Free,Teen,Casino,2018-07-13,13,2018,22000,10000,0,7,7,0,4
Sticky Note + : Sync Notes,Productivity,1,21507,Free,Everyone,Productivity,2017-08-31,31,2017,6600,1e+06,0,8,13,4,4
Google app for Android TV,Tools,0,66,Free,Everyone,Tools,2018-07-19,19,2018,,1e+07,0,7,,,
Dead Zombie Evil Killer:Axe,Game,0,71,Free,Teen,Action,2016-12-01,1,2016,52000,10000,0,12,1,1,2.3
i am rich,Business,0,213,Free,Everyone,Business,2018-06-09,9,2018,2900,1000,0,6,1,0,4
Sotheby's International Realty,Lifestyle,1,894,Free,Everyone,Lifestyle,2018-04-09,9,2018,25000,50000,0,4,5,,
"Sweet Snap - live filter, Selfie photo edit",Photography,1,123029,Free,Everyone,Photography,2018-08-02,2,2018,,1e+07,0,8,,,
Lily & Leo - Crazy Circus Day,Family,0,8091,Free,Everyone,Casual,2018-06-05,5,2018,43000,1e+06,0,6,1,0,4.1
Friend Find: free chat + flirt dating app,Dating,1,23,Free,Mature 17+,Dating,2018-07-31,31,2018,11000,100,0,7,1,0,4.4
DP Status 2017,Photography,1,302,Free,Everyone,Photography,2017-06-15,15,2017,7000,50000,0,6,,,4.1
Tarascon Pharmacopoeia,Medical,1,275,Free,Everyone 10+,Medical,2018-03-16,16,2018,5800,10000,0,3,3,16,4.4
Ag PhD Soybean Diseases,Books_and_reference,1,0,Free,Everyone,Books & Reference,2017-05-08,8,2017,5900,1000,0,5,1,0,
BH by Kinomap,Health_and_fitness,0,141,Free,Everyone,Health & Fitness,2018-07-30,30,2018,22000,10000,0,7,3,2,4.1
Nose Doctor X: Booger Mania,Family,0,37584,Free,Everyone,Casual,2016-08-31,31,2016,34000,5e+06,0,8,1,0,4.1
Learn Italian with MosaLingua,Family,1,1719,Paid,Teen,Education,2018-05-31,31,2018,,50000,4.99,5,,,
FreedomPop Messaging Phone/SIM,Communication,0,9894,Free,Everyone,Communication,2018-07-26,26,2018,39000,5e+05,0,7,23,1,4.1
"Trinity Church Deltona, FL",Lifestyle,1,33,Free,Everyone,Lifestyle,2018-05-07,7,2018,28000,500,0,5,1,9,
Manga AZ - Manga Comic Reader,Comics,0,125,Free,Teen,Comics,2018-07-24,24,2018,4700,5000,0,7,1,0,
Where Am I? GPS Loc,Travel_and_local,1,68,Free,Everyone,Travel & Local,2017-11-14,14,2017,4200,10000,0,11,5,0,
Kaspersky Mobile Antivirus: AppLock & Web Security,Tools,1,2598579,Free,Everyone,Tools,2018-07-24,24,2018,49000,5e+07,0,7,11,17,4.1
Ag-Power,Business,1,0,Free,Everyone,Business,2018-07-13,13,2018,47000,10,0,7,2,4,4.4
Elifba Quran Learning Game,Family,1,1424,Free,Everyone,Education,2018-06-07,7,2018,19000,1e+05,0,6,2,2,4.1
Subway Terminator: Smarter Subway,Maps_and_navigation,1,70556,Free,Everyone,Maps & Navigation,2018-07-17,17,2018,26000,1e+07,0,7,4,,4
Familial Hypercholesterolaemia,Medical,1,0,Free,Everyone,Medical,2018-07-05,5,2018,34000,10,0,7,2,0,4.1
Rose Gold DW Watch Theme,Personalization,1,1,Free,Everyone,Personalization,2018-07-25,25,2018,3300,100,0,7,1,1,4
Capital One® Mobile,Finance,1,510392,Free,Everyone,Finance,2018-08-01,1,2018,79000,1e+07,0,8,5,38,5
ChopAssistant,Tools,1,455,Free,Everyone,Tools,2017-02-28,28,2017,2800,50000,0,2,1,6,6
CX-17WIFI,Family,1,49,Free,Everyone,Entertainment,2018-03-21,21,2018,6600,10000,0,3,2,3,4.3
/u/app,Communication,1,573,Free,Mature 17+,Communication,2018-07-03,3,2018,53000,10000,0,7,4,2,4.1
iPlayIT for YouTube VR Player,Video_players,1,5879,Free,Teen,Video Players & Editors,2018-06-12,12,2018,,1e+06,0,6,,,4.1
KeePass DX Pro,Tools,1,0,Paid,Everyone,Tools,2018-08-02,2,2018,,100,5.99,8,,,
NDS Emulator - For Android 6,Game,1,14002,Free,Everyone,Arcade,2018-07-26,26,2018,19000,1e+06,0,7,,0,
FC Browser - Focus Privacy Browser,Communication,1,26,Free,Everyone,Communication,2017-11-24,24,2017,4600,1000,0,11,1,0,5
Tickets + PDA 2018 Exam,Auto_and_vehicles,1,197136,Free,Everyone,Auto & Vehicles,2018-07-15,15,2018,38000,1e+06,0,7,8,31,4.1
CY Digital Net,Shopping,1,3,Free,Everyone,Shopping,2017-08-01,1,2017,5800,500,0,8,2,0,4
BU Bus Tracker,Maps_and_navigation,1,57,Free,Everyone,Maps & Navigation,2017-09-05,5,2017,15000,10000,0,9,2,2,4.1
Fertility Friend Ovulation App,Health_and_fitness,1,12955,Free,Teen,Health & Fitness,2018-06-27,27,2018,7200,1e+06,0,6,10,24,4.4
Jabbla BT,Tools,1,3,Free,Everyone,Tools,2014-10-06,6,2014,55,100,0,10,1,0,4.2
Goody.ba,Family,1,303,Free,Everyone,Entertainment,2018-07-22,22,2018,42000,10000,0,7,2,0,4.1
Jax Sheriff (FL),Lifestyle,1,53,Free,Everyone,Lifestyle,2018-06-25,25,2018,16000,5000,0,6,2,0,4.1
AJ Cam,Photography,1,44,Free,Everyone,Photography,2018-01-23,23,2018,2800,100,0,1,1,0,4.1
Racing in Car 2,Game,1,234110,Free,Everyone,Racing,2016-11-22,22,2016,38000,5e+07,0,11,1,0,
