ID,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
1885,Stack It AR,GAME,0.0,1363,26M,"100,000+",Free,0,Everyone,Arcade,"June 29, 2018",1.1.4,4.0 and up
1886,My Dy Dice - 3D Dice Roller,LIFESTYLE,1.0,9,22M,100+,Free,0,Everyone,Lifestyle,"September 20, 2016",1.01,4.1 and up
1887,Badoo - Free Chat & Dating App,SOCIAL,1.0,3781770,Varies with device,"100,000,000+",Free,0,Mature 17+,Social,"August 2, 2018",Varies with device,Varies with device
1888,Google News,NEWS_AND_MAGAZINES,0.0,877635,13M,"1,000,000,000+",Free,0,Teen,News & Magazines,"August 1, 2018",5.2.0,4.4 and up
1889,Calculator CM,TOOLS,1.0,8,1.8M,500+,Free,0,Everyone,Tools,"March 9, 2015",1.0,2.3 and up
1890,Pepsi Cards DC,COMICS,1.0,1,21M,50+,Free,0,Everyone 10+,Comics,"June 26, 2018",0.0.4,4.4 and up
1891,Standard Chartered Mobile (BW),FINANCE,1.0,96,7.2M,"10,000+",Free,0,Everyone,Finance,"August 5, 2018",2.9,4.0 and up
1892,Safe Santa Fe,FAMILY,1.0,2,12M,"1,000+",Free,0,Everyone,Education,"July 4, 2016",1.0,4.0 and up
1893,Soviet Military Maps Free,MAPS_AND_NAVIGATION,1.0,21589,5.6M,"1,000,000+",Free,0,Everyone,Maps & Navigation,"August 1, 2018",5.1.0 free,4.0 and up
1894,Poker Pro.Fr,GAME,1.0,5442,17M,"100,000+",Free,0,Teen,Card,"May 22, 2018",4.1.3,2.3 and up
1895,Background Changer & Eraser,PHOTOGRAPHY,0.0,2076,11M,"500,000+",Free,0,Teen,Photography,"May 21, 2018",2.5,4.1 and up
1896,CG Freelancer,NEWS_AND_MAGAZINES,1.0,10,2.3M,"1,000+",Free,0,Everyone,News & Magazines,"July 30, 2014",2.0.1,4.1 and up
1897,Ei Electronics AudioLINK,TOOLS,0.0,59,1.8M,"10,000+",Free,0,Everyone,Tools,"October 19, 2017",2.3.1,4.0 and up
1898,AT&T Smart Wi-Fi,TOOLS,0.0,18513,6.1M,"10,000,000+",Free,0,Everyone,Tools,"April 26, 2018",3.2,4.1 and up
1899,NetApp CE,BUSINESS,1.0,0,21M,100+,Free,0,Everyone,Business,"February 27, 2018",v6.6.0,5.0 and up
1900,f'east,LIFESTYLE,0.0,38,4.8M,"5,000+",Free,0,Everyone,Lifestyle,"April 17, 2018",2.6.3,4.0 and up
1901,CF SHOP!,LIFESTYLE,0.0,88,43M,"10,000+",Free,0,Everyone,Lifestyle,"June 30, 2018",1.8.1,4.4 and up
1902,AR Toybox - Augmented Reality Demos,FAMILY,0.0,20,36M,"1,000+",Free,0,Everyone,Simulation,"August 17, 2017",1.0.2,4.1 and up
1903,Cartoon Wars: Blade,GAME,1.0,165656,38M,"5,000,000+",Free,0,Teen,Arcade,"February 7, 2018",1.1.0,2.3 and up
1904,AF Comics Reader - Free,COMICS,0.0,5,4.1M,100+,Free,0,Everyone,Comics,"November 10, 2017",1.0,4.1 and up
1905,gardening ideas flower diy,HOUSE_AND_HOME,1.0,0,5.6M,100+,Free,0,Everyone,House & Home,"May 29, 2017",1.0,2.3 and up
1906,Magoosh GMAT Prep & Practice,EDUCATION,1.0,1058,Varies with device,"100,000+",Free,0,Everyone,Education,"June 18, 2018",Varies with device,Varies with device
1907,Standoff 2,GAME,1.0,299046,47M,"10,000,000+",Free,0,Mature 17+,Action,"July 12, 2018",0.9.5,4.1 and up
1908,Bing Ads,BUSINESS,1.0,1828,13M,"100,000+",Free,0,Everyone,Business,"July 20, 2018",2.13.2,4.1 and up
1909,Mail.Ru - Email App,COMMUNICATION,1.0,837842,Varies with device,"50,000,000+",Free,0,Everyone,Communication,"August 3, 2018",Varies with device,Varies with device
1910,"JEFIT Workout Tracker, Weight Lifting, Gym Log App",HEALTH_AND_FITNESS,1.0,60096,27M,"5,000,000+",Free,0,Teen,Health & Fitness,"April 7, 2018",10.0,4.0.3 and up
1911,Q-slope,TOOLS,1.0,2,3.9M,50+,Paid,$1.76,Everyone,Tools,"December 3, 2017",5.0,4.3 and up
1912,G Cloud Apps Backup Key * root,TOOLS,1.0,1034,196k,"5,000+",Paid,$4.99,Everyone,Tools,"September 8, 2013",1.1,2.2 and up
1913,MyVodafone (India) - Online Recharge & Pay Bills,PRODUCTIVITY,1.0,1092367,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"August 4, 2018",8.0.1.0,Varies with device
1914,PRIMATURE.CD,NEWS_AND_MAGAZINES,1.0,6,4.8M,100+,Free,0,Everyone,News & Magazines,"October 30, 2017",6.3.7.1,4.1 and up
1915,Breweries (CZ/SK),LIFESTYLE,1.0,1740,4.4M,"50,000+",Free,0,Teen,Lifestyle,"July 27, 2017",3.1.0,4.1 and up
1916,DW Security,BUSINESS,1.0,6,15M,100+,Free,0,Everyone,Business,"July 25, 2018",69.1,4.1 and up
1917,Wetter by t-online.de,WEATHER,1.0,24349,9.2M,"1,000,000+",Free,0,Everyone,Weather,"May 14, 2018",1.8.4.5,4.1 and up
1918,WISE- MOBILE PORTAL,TOOLS,1.0,3,1.0M,500+,Free,0,Everyone,Tools,"July 30, 2015",1.0.0.4,2.2 and up
1919,Bk Bee Sales Manager,BUSINESS,1.0,0,2.1M,5+,Paid,$0.99,Everyone,Business,"December 16, 2017",1.0,4.1 and up
1920,FORUM Credit Union CU Online,FINANCE,1.0,196,7.3M,"10,000+",Free,0,Everyone,Finance,"June 30, 2018",5.0.0,4.4 and up
1921,McDonald's - McDonald's Japan,FOOD_AND_DRINK,0.0,109784,64M,"10,000,000+",Free,0,Everyone,Food & Drink,"August 3, 2018",4.0.30,4.0.3 and up
1922,Free Z Glass GO Keyboard Theme,PERSONALIZATION,1.0,71829,8.8M,"5,000,000+",Free,0,Everyone,Personalization,"June 30, 2017",4.16,4.0 and up
1923,Cute wallpapers & kawaii backgrounds images,PERSONALIZATION,1.0,4724,5.4M,"1,000,000+",Free,0,Everyone,Personalization,"July 30, 2018",1.2,4.0.3 and up
1924,FC Red Bull Salzburg App,SPORTS,1.0,1526,89M,"50,000+",Free,0,Everyone,Sports,"August 7, 2018",4.0.4-R,5.0 and up
1925,Earth to Luna! Watch and Play,FAMILY,0.0,10753,84M,"1,000,000+",Free,0,Everyone,Educational;Education,"July 23, 2018",2.5.6,4.1 and up
1926,Riptide GP: Renegade,GAME,1.0,4328,Varies with device,"100,000+",Paid,$2.99,Everyone 10+,Racing,"June 1, 2018",1.2.1,4.1 and up
1927,Ay Sabz Gunbad Waly,VIDEO_PLAYERS,1.0,4,3.9M,"1,000+",Free,0,Everyone,Video Players & Editors,"September 11, 2017",1.1,4.0 and up
1928,Yaoi Ooku: Distorted Love,FAMILY,0.0,2614,6.3M,"100,000+",Free,0,Mature 17+,Simulation,"April 14, 2015",1.0.8,2.2 and up
1929,FL House,PRODUCTIVITY,1.0,29,Varies with device,"1,000+",Free,0,Everyone,Productivity,"November 22, 2016",1.6.7,Varies with device
1930,Google Voice,COMMUNICATION,1.0,171031,Varies with device,"10,000,000+",Free,0,Everyone,Communication,"August 3, 2018",Varies with device,Varies with device
1931,Brilliant,EDUCATION,1.0,41185,Varies with device,"1,000,000+",Free,0,Everyone,Education,"August 3, 2018",Varies with device,Varies with device
1932,Cover Camera for FB,PHOTOGRAPHY,0.0,742,1.8M,"100,000+",Free,0,Everyone,Photography,"March 9, 2014",3.0.0,2.2 and up
1933,"Super P Launcher for Android P 9.0 launcher, theme",TOOLS,1.0,2026,7.5M,"100,000+",Free,0,Everyone,Tools,"August 3, 2018",1.9,4.0 and up
1934,BG Guide,TRAVEL_AND_LOCAL,1.0,3,2.4M,100+,Free,0,Everyone,Travel & Local,"November 28, 2016",1.1,2.3.3 and up
1935,Bible with EGW Comments,BOOKS_AND_REFERENCE,1.0,3776,12M,"100,000+",Free,0,Everyone,Books & Reference,"February 7, 2018",2.12.0,4.1 and up
1936,AF-STROKE,MEDICAL,1.0,5,902k,100+,Paid,$5.00,Teen,Medical,"December 19, 2013",1.3,2.1 and up
1937,LINE: Free Calls & Messages,COMMUNICATION,1.0,10790289,Varies with device,"500,000,000+",Free,0,Everyone,Communication,"July 26, 2018",Varies with device,Varies with device
1938,The Video Messenger App,SOCIAL,1.0,1200,2.8M,"100,000+",Free,0,Everyone,Social,"August 2, 2018",0.1.1,4.1 and up
1939,EZ Wifi Notification,COMMUNICATION,1.0,260,193k,"10,000+",Free,0,Everyone,Communication,"August 11, 2014",1.8,2.2 and up
1940,Combat Strike CS 🔫 Counter Terrorist Attack FPS💣,GAME,1.0,1019,39M,"100,000+",Free,0,Teen,Action,"July 23, 2018",1.0.7,4.1 and up
1941,C3-C4-PİCASSO-ELYSEE RACİNG,GAME,1.0,12,48M,"1,000+",Free,0,Everyone,Arcade,"February 12, 2017","1,01",4.0 and up
1942,Citizens Bank - CB Mobile,FINANCE,1.0,6,11M,"1,000+",Free,0,Everyone,Finance,"August 2, 2018",4.19.62,4.4 and up
1943,"Muscle Premium - Human Anatomy, Kinesiology, Bones",MEDICAL,1.0,168,25M,"10,000+",Paid,$24.99,Everyone,Medical,"August 11, 2017",7.1.17,4.4 and up
1944,Music - Mp3 Player,VIDEO_PLAYERS,1.0,259605,3.1M,"10,000,000+",Free,0,Everyone,Video Players & Editors,"August 3, 2018",1.6.1,4.0.3 and up
1945,CF PD,FINANCE,1.0,4,2.7M,100+,Free,0,Everyone,Finance,"March 28, 2018",1.10,4.1 and up
1946,Cinematic Cinematic,ENTERTAINMENT,1.0,37000,15M,"1,000,000+",Free,0,Mature 17+,Entertainment,"June 21, 2018",4.0.5,4.1 and up
1947,Beard Live Camera Photo Editor,BEAUTY,1.0,900,30M,"5,000+",Free,0,Everyone,Beauty,"March 25, 2018",1.1,4.0.3 and up
1948,Philips Hue,LIFESTYLE,0.0,10006,53M,"1,000,000+",Free,0,Everyone,Lifestyle,"July 26, 2018",3.2.0,5.0 and up
1949,ES File Explorer,TOOLS,1.0,278,2.8M,"100,000+",Free,0,Everyone,Tools,"July 2, 2018",3.1.5,4.0 and up
1950,R Programming Language (Paperset 2) MCQ Quiz,FAMILY,1.0,0,3.4M,10+,Free,0,Everyone,Education,"March 19, 2018",1.0,4.0.3 and up
1951,World History Quick e-Book,FAMILY,1.0,1657,4.9M,"100,000+",Free,0,Everyone,Education;Education,"July 17, 2018",1.35,4.1 and up
1952,TouchPal Purple Butterfly Theme,PERSONALIZATION,1.0,7435,6.9M,"1,000,000+",Free,0,Everyone,Personalization,"June 28, 2018",1,4.0.3 and up
1953,BS Calendar / Patro / पात्रो,PRODUCTIVITY,1.0,218,Varies with device,"50,000+",Free,0,Everyone,Productivity,"July 15, 2018",Varies with device,Varies with device
1954,AC Remote for O General - NOW FREE,TOOLS,0.0,274,26M,"50,000+",Free,0,Everyone,Tools,"July 30, 2018",6.1.7,4.2 and up
1955,Displaying You VR,PHOTOGRAPHY,1.0,1,67M,50+,Free,0,Everyone,Photography,"October 19, 2016",3.0.6.2,4.0 and up
1956,Cooking in the Kitchen,FAMILY,1.0,217736,87M,"10,000,000+",Free,0,Everyone,Casual;Pretend Play,"August 2, 2018",1.1.64,4.1 and up
1957,PDD-UA,AUTO_AND_VEHICLES,1.0,736,Varies with device,"100,000+",Free,0,Everyone,Auto & Vehicles,"July 29, 2018",2.9,2.3.3 and up
1958,PlayMotiv dn edition,BUSINESS,1.0,0,28M,500+,Free,0,Everyone,Business,"April 8, 2018",1.0.2,4.1 and up
1959,World Series of Poker – WSOP Free Texas Holdem,GAME,1.0,910051,76M,"10,000,000+",Free,0,Teen,Card,"August 2, 2018",5.11.0,4.1 and up
1960,GUNSHIP BATTLE: Helicopter 3D,GAME,1.0,2151039,75M,"50,000,000+",Free,0,Teen,Action,"August 1, 2018",2.6.61,4.0.3 and up
1961,Zumper - Apartment Rental Finder,HOUSE_AND_HOME,1.0,11200,25M,"1,000,000+",Free,0,Everyone,House & Home,"July 16, 2018",4.5.15,5.0 and up
1962,Tech CU Mobile Banking,FINANCE,1.0,853,27M,"10,000+",Free,0,Everyone,Finance,"July 12, 2018",4.13.72,4.1 and up
1963,Myth Defense 2: DF,FAMILY,1.0,17108,8.3M,"100,000+",Free,0,Everyone,Strategy,"June 23, 2016",1.3.9,2.3.3 and up
1964,Call of Mini™ Dino Hunter,GAME,1.0,326042,10M,"10,000,000+",Free,0,Teen,Action,"June 6, 2014",3.1.7,3.0 and up
1965,Feel Performer,COMMUNICATION,0.0,62,34M,"10,000+",Free,0,Everyone,Communication,"April 9, 2018",2.0.3,4.1 and up
1966,FE Connect Fhoton,TOOLS,1.0,0,1.8M,100+,Free,0,Everyone,Tools,"November 28, 2017",1.1,4.0.3 and up
1967,Al Quran Audio (Full 30 Juz),FAMILY,1.0,7878,3.6M,"1,000,000+",Free,0,Everyone,Education,"May 29, 2017",4.0,2.3 and up
1968,high cholesterol levels,MEDICAL,1.0,0,3.3M,100+,Free,0,Everyone,Medical,"July 23, 2018",1.0,4.1 and up
1969,LINE WEBTOON - Free Comics,COMICS,1.0,1013635,Varies with device,"10,000,000+",Free,0,Teen,Comics,"July 31, 2018",Varies with device,Varies with device
1970,Angry Birds Evolution,FAMILY,1.0,384602,88M,"10,000,000+",Free,0,Everyone,Role Playing,"July 30, 2018",1.21.1,5.0 and up
1971,Hashtags For Likes.co,SOCIAL,1.0,420,18M,"50,000+",Free,0,Everyone,Social,"December 19, 2016",1.1,4.0.3 and up
1972,Christian Questions Podcast,FAMILY,1.0,222,15M,"10,000+",Free,0,Everyone,Education,"March 28, 2018",2.8,4.0.3 and up
1973,Unclouded - Cloud Manager,PRODUCTIVITY,1.0,6850,11M,"100,000+",Free,0,Everyone,Productivity,"August 8, 2016",2.3.3-play,4.1 and up
1974,Qatar Airways,TRAVEL_AND_LOCAL,1.0,11182,62M,"1,000,000+",Free,0,Everyone,Travel & Local,"July 30, 2018",11.26,4.1 and up
1975,Roman Clock AW-7,TOOLS,1.0,52,3.0M,"5,000+",Free,0,Everyone,Tools,"March 17, 2018",2.0,4.3 and up
1976,Learn DS [BETA],FAMILY,1.0,9,5.0M,500+,Free,0,Everyone,Education,"February 12, 2017",0.5,4.0 and up
1977,FERZU - Furries Social Network,DATING,0.0,1576,Varies with device,"10,000+",Free,0,Mature 17+,Dating,"February 16, 2018",4.4.1,4.1 and up
1978,Quake & Volcanoes: 3D Globe of Volcanic Eruptions,EVENTS,1.0,663,6.0M,"100,000+",Free,0,Everyone,Events,"October 14, 2017",1.1.3,4.1 and up
1979,EZ Inspections,PRODUCTIVITY,0.0,160,7.6M,"10,000+",Free,0,Everyone,Productivity,"July 27, 2018",4.5.24,4.2 and up
1980,Camera360 Lite - Selfie Camera,PHOTOGRAPHY,1.0,221858,Varies with device,"10,000,000+",Free,0,Everyone,Photography,"August 1, 2018",Varies with device,4.1 and up
1981,Photo Background Changer 2018 - Blur Background,LIFESTYLE,0.0,34079,9.2M,"5,000,000+",Free,0,Everyone,Lifestyle,"May 21, 2018",Arrow-202,4.1 and up
1982,EP Gem Hunter,GAME,1.0,79,31M,"1,000+",Free,0,Everyone 10+,Action,"January 17, 2016",1.1.0,2.3 and up
1983,Ludo Dz,GAME,1.0,17,28M,500+,Free,0,Everyone,Board,"August 27, 2017",1.0,4.1 and up
1984,Khan Academy,EDUCATION,1.0,85375,21M,"5,000,000+",Free,0,Everyone,Education,"July 27, 2018",5.0.0,4.1 and up
1985,Cardboard,LIBRARIES_AND_DEMO,1.0,130272,50M,"10,000,000+",Free,0,Everyone,Libraries & Demo,"March 14, 2016",1.8,4.1 and up
1986,Arena of Valor: 5v5 Arena Game,GAME,1.0,438911,99M,"10,000,000+",Free,0,Teen,Action,"June 28, 2018",1.23.1.2,4.0.3 and up
1987,DV Web Design Tips,PRODUCTIVITY,1.0,1,5.1M,10+,Free,0,Teen,Productivity,"October 26, 2017",1.0.0,4.1 and up
1988,BR,LIFESTYLE,0.0,859,3.5M,"100,000+",Free,0,Everyone,Lifestyle,"July 19, 2018",1.7.7,2.2 and up
1989,Wifi Analyzer,TOOLS,1.0,335115,1.8M,"10,000,000+",Free,0,Everyone,Tools,"April 7, 2018",3.11.2,6.0 and up
1990,R. Physics Puzzle Game,FAMILY,1.0,5369,60M,"500,000+",Free,0,Everyone,Puzzle,"April 19, 2018",1.0.16,4.3 and up
1991,Fossil Q Legacy,LIFESTYLE,0.0,680,60M,"50,000+",Free,0,Everyone,Lifestyle,"September 19, 2017",1.0.1,4.4 and up
1992,Fun Kid Racing - Motocross,FAMILY,1.0,59729,Varies with device,"10,000,000+",Free,0,Everyone,Racing;Action & Adventure,"June 27, 2018",3.46,4.2 and up
1993,Google,TOOLS,1.0,8033493,Varies with device,"1,000,000,000+",Free,0,Everyone,Tools,"August 3, 2018",Varies with device,Varies with device
1994,"Fines of the State Traffic Safety Inspectorate are official: inspection, payment of fines",AUTO_AND_VEHICLES,1.0,116986,35M,"5,000,000+",Free,0,Everyone,Auto & Vehicles,"August 2, 2018",1.9.7,4.0.3 and up
1995,Masterchef Cooking Games: Fun Restaurant & Kitchen,FAMILY,0.0,1036,33M,"100,000+",Free,0,Everyone,Casual,"July 6, 2018",2.6,2.3 and up
1996,CJ's Tire & Automotive,AUTO_AND_VEHICLES,0.0,5,34M,"1,000+",Free,0,Everyone,Auto & Vehicles,"July 30, 2018",2.8,2.3.3 and up
1997,TI-Nspire CX Calculator Manual,FAMILY,0.0,11,27M,500+,Paid,$4.99,Everyone,Education,"July 21, 2018",1.3.0,4.1 and up
1998,EU Exit poll,LIFESTYLE,1.0,10,9.4M,100+,Free,0,Everyone,Lifestyle,"July 15, 2016",1.6,4.1 and up
1999,Cloud of Books,BOOKS_AND_REFERENCE,0.0,1862,19M,"1,000,000+",Free,0,Everyone,Books & Reference,"April 27, 2018",2.2.5,4.1 and up
2000,CBRadioTab,TOOLS,0.0,127,1.5M,"50,000+",Free,0,Everyone,Tools,"April 1, 2017",1.0,3.0 and up
2001,AP Chemistry Prep: Practice Tests and Flashcards,FAMILY,1.0,55,5.4M,"10,000+",Free,0,Everyone,Education,"July 3, 2018",1.6.7.1,4.1 and up
2002,ZenUI Themes – Stylish Themes,PERSONALIZATION,1.0,47393,7.2M,"10,000,000+",Free,0,Everyone,Personalization,"May 24, 2018",1.8.0.24_180511,5.0 and up
2003,"Priceline Hotel Deals, Rental Cars & Flights",TRAVEL_AND_LOCAL,1.0,48930,15M,"5,000,000+",Free,0,Everyone,Travel & Local,"July 26, 2018",4.38.176,4.4 and up
2004,VSCO,PHOTOGRAPHY,1.0,753115,Varies with device,"50,000,000+",Free,0,Everyone,Photography,"August 3, 2018",71,4.4 and up
2005,VZ Navigator for Tablets,TRAVEL_AND_LOCAL,0.0,285,39M,"500,000+",Free,0,Everyone,Travel & Local,"January 22, 2018",10.7.8.111,4.2 and up
2006,Diary with lock,LIFESTYLE,1.0,815893,4.4M,"10,000,000+",Free,0,Everyone,Lifestyle,"June 30, 2018",4.90,4.1 and up
2007,eP Scanner,EVENTS,1.0,0,20M,100+,Free,0,Everyone,Events,"October 13, 2017",1.5,4.4 and up
2008,S.O.L : Stone of Life EX,FAMILY,1.0,171220,42M,"5,000,000+",Free,0,Everyone 10+,Role Playing,"July 28, 2015",1.2.6,2.3.3 and up
2009,Digoo·Cloud,TOOLS,1.0,543,26M,"10,000+",Free,0,Everyone,Tools,"June 5, 2018",1.2.1009.695,4.0.3 and up
2010,FR: My Secret Pets! ,FAMILY,0.0,785,31M,"50,000+",Free,0,Teen,Entertainment,"June 3, 2015",1.3.1,3.0 and up
2011,Storm Shield,WEATHER,0.0,2000,14M,"100,000+",Free,0,Everyone,Weather,"July 31, 2018",4.1.12,5.0 and up
2012,IHOP®,FOOD_AND_DRINK,1.0,441,24M,"100,000+",Free,0,Everyone,Food & Drink,"April 3, 2018",2.2.0,4.1 and up
2013,CDL Practice Test 2018 Edition,AUTO_AND_VEHICLES,1.0,7774,17M,"100,000+",Free,0,Everyone,Auto & Vehicles,"July 3, 2018",1.7,4.2 and up
2014,Sad hair without net,LIBRARIES_AND_DEMO,1.0,20,2.1M,"5,000+",Free,0,Everyone,Libraries & Demo,"March 26, 2018",1.0,2.3 and up
2015,Invasive Alien Species Europe,FAMILY,1.0,13,13M,"1,000+",Free,0,Everyone,Education,"November 20, 2017",1.0.6,4.4 and up
2016,HD Themes Toyota Cruiser 40,PERSONALIZATION,1.0,2,15M,100+,Free,0,Teen,Personalization,"October 2, 2016",1.0,2.3.3 and up
2017,BGKontakti Bayern BG Kontakti,SOCIAL,1.0,32,7.8M,"1,000+",Free,0,Everyone,Social,"May 25, 2016",1.6,3.0 and up
2018,Bi-Tank Ads Free,GAME,1.0,0,Varies with device,1+,Paid,$0.99,Everyone,Arcade,"July 31, 2017",1.1,4.1 and up
2019,Interracial Match Dating App,DATING,0.0,143,27M,"10,000+",Free,0,Mature 17+,Dating,"July 23, 2018",2.2.7,4.1 and up
2020,VZ Navigator for Galaxy S4,TRAVEL_AND_LOCAL,0.0,2750,39M,"5,000,000+",Free,0,Everyone,Travel & Local,"January 22, 2018",10.7.8.111,4.2 and up
2021,Victoria EC,TOOLS,1.0,5,3.8M,500+,Free,0,Everyone,Tools,"March 30, 2018",1.283.0037,2.3.3 and up
2022,Adventure Time Run,GAME,1.0,24628,88M,"1,000,000+",Free,0,Everyone,Action,"July 26, 2018",1.25.396,4.4 and up
2023,Battleheart Legacy,FAMILY,1.0,7420,7.4M,"50,000+",Paid,$4.99,Teen,Role Playing,"November 10, 2014",1.2.5,4.1 and up
2024,CX-OF,FAMILY,1.0,18,37M,"1,000+",Free,0,Everyone,Entertainment,"January 31, 2018",7.2.1,4.3 and up
2025,Sport Car Simulator,FAMILY,0.0,48731,68M,"5,000,000+",Free,0,Everyone,Simulation,"April 19, 2018",4.0.5,4.1 and up
2026,Star Wars ™: DIRTY,GAME,1.0,38207,15M,"100,000+",Paid,$9.99,Teen,Role Playing,"October 19, 2015",1.0.6,4.1 and up
2027,Racing CX,GAME,1.0,4,20M,500+,Free,0,Everyone,Racing,"June 6, 2017",1,2.2 and up
2028,H*nest Meditation,LIFESTYLE,1.0,145,48M,"5,000+",Paid,$1.99,Mature 17+,Lifestyle,"April 7, 2016",1.0,4.0.3 and up
2029,"FUN Keyboard – Emoji Keyboard, Sticker,Theme & GIF",PERSONALIZATION,1.0,12089,27M,"500,000+",Free,0,Everyone,Personalization,"July 3, 2018",1.2.5,4.0 and up
2030,Alipay,FINANCE,0.0,42497,61M,"1,000,000+",Free,0,Teen,Finance,"July 2, 2018",10.1.28.560,4.3 and up
2031,Ag PhD Field Guide,BOOKS_AND_REFERENCE,1.0,114,6.3M,"10,000+",Free,0,Everyone,Books & Reference,"May 25, 2015",2.0,2.3 and up
2032,Live Chat - Free Video Talk,DATING,1.0,14,21M,"5,000+",Free,0,Mature 17+,Dating,"August 3, 2018",1.3,4.1 and up
2033,WhatsVPN - Unlimited Free VPN,TOOLS,1.0,24985,7.8M,"500,000+",Free,0,Everyone,Tools,"July 27, 2018",2.2.927,4.1 and up
2034,Color By Number - Sandbox Pixel Coloring Book,FAMILY,1.0,24557,24M,"1,000,000+",Free,0,Everyone,Casual;Creativity,"August 3, 2018",1.3.6,4.4 and up
2035,Block Gun 3D: Ghost Ops,GAME,0.0,142693,21M,"5,000,000+",Free,0,Teen,Action,"June 7, 2018",1.4.0,2.3 and up
2036,BG Monitor Diabetes Pro,MEDICAL,1.0,87,2.8M,500+,Paid,$5.99,Everyone,Medical,"April 23, 2017",8.0.1,4.4 and up
2037,Telemundo Deportes - En Vivo,SPORTS,1.0,36255,25M,"1,000,000+",Free,0,Everyone,Sports,"August 1, 2018",5.10.5,4.1 and up
2038,Super Jabber Jump,GAME,1.0,85882,23M,"10,000,000+",Free,0,Everyone,Arcade,"November 7, 2017",6.6.3106,2.3 and up
2039,CT-ART 4.0 (Chess Tactics 1200-2400 ELO),GAME,1.0,8191,Varies with device,"100,000+",Free,0,Everyone,Board,"May 22, 2018",1.1.0,4.1 and up
2040,EY-Parthenon,BUSINESS,1.0,1,30M,5+,Free,0,Everyone,Business,"June 25, 2018",5.30.01,5.1 and up
2041,I LOVE PASTA,FAMILY,0.0,83875,43M,"1,000,000+",Free,0,Everyone,Simulation,"September 8, 2017",1.6.1,2.3.3 and up
2042,Fr Lupupa Sermons,BUSINESS,1.0,19,21M,100+,Free,0,Everyone,Business,"June 12, 2018",1.0,4.4 and up
2043,DJ Music Pad,FAMILY,0.0,35121,5.1M,"5,000,000+",Free,0,Everyone,Entertainment,"May 22, 2018",1.0.6,4.0 and up
2044,"Learn Japanese, Korean, Chinese Offline & Free",EDUCATION,1.0,133136,26M,"1,000,000+",Free,0,Everyone,Education;Education,"July 20, 2018",2.16.11.10,4.2 and up
2045,DX Alert,TOOLS,1.0,27,2.5M,"1,000+",Free,0,Everyone,Tools,"April 28, 2016",1.131,3.2 and up
2046,My Space - Employment Center,BUSINESS,1.0,67000,Varies with device,"1,000,000+",Free,0,Everyone,Business,"July 17, 2018",Varies with device,4.3 and up
2047,Professor Online SEDUC-CE,FAMILY,1.0,188,4.6M,"10,000+",Free,0,Everyone,Education,"July 6, 2018",1.3,4.1 and up
2048,My Photo Keyboard,PHOTOGRAPHY,1.0,56114,17M,"10,000,000+",Free,0,Everyone,Photography,"July 9, 2018",2.6,2.3 and up
2049,Narcos: Cartel Wars,FAMILY,1.0,244797,52M,"5,000,000+",Free,0,Teen,Strategy,"July 30, 2018",1.24.09,4.0.3 and up
2050,Dr. Doug's Tips,BOOKS_AND_REFERENCE,0.0,22,34M,"1,000+",Free,0,Everyone,Books & Reference,"September 1, 2016",1.1,2.3 and up
2051,CJ IT ApS,BUSINESS,1.0,0,18M,10+,Free,0,Everyone,Business,"July 2, 2015",1.31.62.109,4.0 and up
2052,MLB At Bat,SPORTS,1.0,82882,Varies with device,"5,000,000+",Free,0,Everyone,Sports,"July 30, 2018",Varies with device,Varies with device
2053,Channel 19,COMMUNICATION,0.0,916,12M,"100,000+",Free,0,Mature 17+,Communication,"July 13, 2018",2.2.6,4.1 and up
2054,University of Florida,FAMILY,0.0,168,7.6M,"10,000+",Free,0,Everyone,Education,"October 2, 2017",2.0,4.1 and up
2055,Painel EJ SSH - INTERNET GRÁTIS,TOOLS,1.0,10,13M,50+,Free,0,Everyone,Tools,"July 30, 2018",5.1,4.1 and up
2056,Design innovation CD Cassette,LIFESTYLE,1.0,5,8.3M,500+,Free,0,Everyone,Lifestyle,"February 6, 2017",1.0,2.3 and up
2057,Marvel Unlimited,COMICS,0.0,22551,11M,"1,000,000+",Free,0,Teen,Comics,"July 24, 2018",3.16.0,4.4 and up
2058,Golden HoYeah Slots - Real Casino Slots,GAME,1.0,201537,68M,"5,000,000+",Free,0,Teen,Casino,"August 1, 2018",2.1.7,4.0.3 and up
2059,Capitec Remote Banking,FINANCE,1.0,20672,Varies with device,"1,000,000+",Free,0,Everyone,Finance,"May 8, 2018",Varies with device,Varies with device
2060,dB Sound Level Meter,TOOLS,0.0,203,2.3M,"10,000+",Free,0,Everyone,Tools,"March 3, 2017",1.08,3.0 and up
2061,CF-Bench Pro,TOOLS,1.0,159,29k,"1,000+",Paid,$1.49,Everyone,Tools,"June 23, 2011",1.1,1.6 and up
2062,DM Tracker,COMMUNICATION,0.0,11,5.2M,"1,000+",Free,0,Everyone,Communication,"July 26, 2018",2.0.1,4.3 and up
2063,FR Roster,TOOLS,1.0,174,12M,"5,000+",Free,0,Everyone,Tools,"July 30, 2018",6.04,4.4 and up
