App,Category,Rating,Reviews,Type,content_rating,new_genres,date_update,new_day,new_year,size_kb,new_installs,new_price,new_month_num,new_version,new_subversion,min_android,letters_app,words_app,rate_reviews_install,rate_version_subversion,rate_reviews_size,rate_installs_size,mean_reviews_category,mean_reviews_genres
ab,Family,0,10,Free,Everyone,Casual,2016-10-27,27,2016,22000,1000,0,10,1,0,4,2,1,0.01,0,0.000454545454545455,0.0454545454545455,64330.0062836625,610450.131944445
AP Themes for Kustom/KLWP,Personalization,0,5,Paid,Everyone,Personalization,2017-09-01,1,2017,45000,500,1.49,9,1,8,4.4,25,4,0.01,0.125,0.000111111111111111,0.0111111111111111,131428.547169811,131428.547169811
FR Plus 1.6,Auto_and_vehicles,1,4,Free,Everyone,Auto & Vehicles,2018-07-24,24,2018,3900,100,0,7,1,3,4.4,11,3,0.04,0.333333333333333,0.00102564102564103,0.0256410256410256,18733.3461538462,18733.3461538462
Yeled EI,Family,1,0,Free,Everyone,Education,2018-04-26,26,2018,15000,100,0,4,0,,4.1,8,2,0,,0,0.00666666666666667,64330.0062836625,33912.0745920746
Gear.Club - True Racing,Game,1,140658,Free,Everyone,Racing,2018-08-01,1,2018,37000,1e+06,0,8,1,21,4.3,23,4,0.140658,0.0476190476190476,3.80156756756757,27.027027027027,651322.235800344,602320.983050848
Chime - Mobile Banking,Finance,1,5928,Free,Everyone,Finance,2018-07-22,22,2018,22000,5e+05,0,7,5,1,5,22,4,0.011856,5,0.269454545454545,22.7272727272727,44660.4509803922,44660.4509803922
Mutual - LDS Dating,Dating,0,1439,Free,Mature 17+,Dating,2018-07-30,30,2018,38000,50000,0,7,1,1,4.2,19,4,0.02878,1,0.0378684210526316,1.31578947368421,19562.57,19562.57
AAS-IN-ASIA 2018,Events,1,3,Free,Everyone,Events,2018-07-04,4,2018,11000,100,0,7,1,1,4.1,16,2,0.03,1,0.000272727272727273,0.00909090909090909,3103.18421052632,3103.18421052632
CD View Lite,Tools,1,2,Free,Everyone,Tools,2018-02-02,2,2018,20000,100,0,2,1,0,4.1,12,3,0.02,0,1e-04,0.005,300009.696252466,300009.696252466
"MexiRoomies - roomies, mexico, df, apt, house room",Lifestyle,1,2,Free,Everyone,Lifestyle,2018-07-04,4,2018,32000,500,0,7,1,9,,50,8,0.004,0.111111111111111,6.25e-05,0.015625,38441.6803652968,38441.6803652968
Q Actions - Digital Assistant,Productivity,1,0,Free,Everyone,Productivity,2018-07-20,20,2018,,500,0,7,,,,29,5,0,,,,152064.489270386,152064.489270386
Mirrativ: Live Stream Any App,Social,1,17955,Free,Teen,Social,2018-08-02,2,2018,89000,5e+05,0,8,7,23,4.1,29,5,0.03591,0.304347826086957,0.201741573033708,5.61797752808989,1290707.14925373,1290707.14925373
Angry Birds Blast,Family,1,253115,Free,Everyone,Puzzle,2018-07-27,27,2018,99000,1e+07,0,7,1,6,4.4,17,3,0.0253115,0.166666666666667,2.55671717171717,101.010101010101,64330.0062836625,180459.85
DTPay,Shopping,1,18,Free,Everyone,Shopping,2018-07-11,11,2018,994,1000,0,7,0,8,4,5,1,0.018,0,0.0181086519114688,1.00603621730382,204691.669811321,204691.669811321
DF SmartPlus,Tools,1,0,Free,Everyone,Tools,2018-02-23,23,2018,36000,10,0,2,1,0,4.1,12,2,0,0,0,0.000277777777777778,300009.696252466,300009.696252466
FP Transportation,Auto_and_vehicles,1,1,Free,Everyone,Auto & Vehicles,2018-03-09,9,2018,885,1,0,3,10,0,4,17,2,1,0,0.00112994350282486,0.00112994350282486,18733.3461538462,18733.3461538462
BJ & Jamie,Family,0,13,Free,Everyone,Entertainment,2015-07-06,6,2015,17000,100,0,7,1,1,,10,3,0.13,1,0.000764705882352941,0.00588235294117647,64330.0062836625,109901.17827298
"m, cm, mm to yard, feet, inch converter tool",Tools,1,246,Free,Everyone,Tools,2018-02-06,6,2018,2800,1e+05,0,2,1,1,4,44,9,0.00246,1,0.0878571428571429,35.7142857142857,300009.696252466,300009.696252466
Police VAZ LADA Simulator,Family,0,3502,Free,Teen,Simulation,2016-09-11,11,2016,61000,5e+05,0,9,1,3,2.3,25,4,0.007004,0.333333333333333,0.0574098360655738,8.19672131147541,64330.0062836625,105866.105263158
14thStreetVet,Medical,1,0,Free,Everyone,Medical,2018-07-16,16,2018,29000,5,0,7,,1,,13,1,0,,0,0.000172413793103448,2982.98023715415,2982.98023715415
BA Status,Travel_and_local,1,0,Free,Everyone,Travel & Local,2016-08-13,13,2016,5100,100,0,8,1,0,,9,2,0,0,0,0.0196078431372549,160462.488721805,160462.488721805
Financial Times,News_and_magazines,1,27104,Free,Everyone 10+,News & Magazines,2018-08-03,3,2018,8200,1e+06,0,8,2,42,4.4,15,2,0.027104,0.0476190476190476,3.30536585365854,121.951219512195,121595.671328671,121595.671328671
LightInTheBox Online Shopping,Shopping,0,41986,Free,Teen,Shopping,2018-08-06,6,2018,26000,5e+06,0,8,3,,4.1,29,3,0.0083972,,1.61484615384615,192.307692307692,204691.669811321,204691.669811321
EZ-ELD Update,Auto_and_vehicles,0,14,Free,Everyone,Auto & Vehicles,2018-02-09,9,2018,4600,1000,0,2,16,0,4.3,13,2,0.014,0,0.00304347826086957,0.217391304347826,18733.3461538462,18733.3461538462
Housing-Real Estate & Property,Lifestyle,1,28301,Free,Everyone,Lifestyle,2018-07-13,13,2018,,1e+06,0,7,12,1,4.1,30,4,0.028301,12,,,38441.6803652968,38441.6803652968
autoricardo.ch – vehicles,Lifestyle,0,1045,Free,Everyone,Lifestyle,2018-03-13,13,2018,13000,1e+05,0,3,5,1,4,25,3,0.01045,5,0.0803846153846154,7.69230769230769,38441.6803652968,38441.6803652968
DS get,Tools,0,71852,Free,Everyone,Tools,2018-05-23,23,2018,22000,5e+06,0,5,1,12,4.1,6,2,0.0143704,0.0833333333333333,3.266,227.272727272727,300009.696252466,300009.696252466
Grabo.bg,Shopping,1,8175,Free,Everyone,Shopping,2018-04-05,5,2018,3200,1e+05,0,4,3,2,,8,1,0.08175,1.5,2.5546875,31.25,204691.669811321,204691.669811321
Adult Glitter Color by Number Book - Sandbox Pages,Entertainment,1,8918,Free,Everyone,Entertainment,2018-07-21,21,2018,,1e+06,0,7,1,7,4.4,50,9,0.008918,0.142857142857143,,,356413.698113208,109901.17827298
Bike Race Free - Top Motorcycle Racing Games,Game,1,2586261,Free,Everyone,Racing,2018-07-31,31,2018,,1e+08,0,7,7,7,4.2,44,8,0.02586261,1,,,651322.235800344,602320.983050848
PIP Selfie Camera Photo Editor,Photography,1,156322,Free,Everyone,Photography,2018-02-01,1,2018,,1e+07,0,2,,,,30,5,0.0156322,,,,379773.567901235,379773.567901235
Halalguur,Dating,1,6,Free,Mature 17+,Dating,2018-07-26,26,2018,9000,100,0,7,3,7,,9,1,0.06,0.428571428571429,0.000666666666666667,0.0111111111111111,19562.57,19562.57
BELONG Beating Cancer Together,Medical,1,623,Free,Teen,Medical,2018-07-29,29,2018,20000,50000,0,7,4,0,4.3,30,4,0.01246,0,0.03115,2.5,2982.98023715415,2982.98023715415
Wallpapers Volvo FH Truck,Personalization,1,4,Free,Teen,Personalization,2016-07-31,31,2016,14000,100,0,7,1,0,,25,4,0.04,0,0.000285714285714286,0.00714285714285714,131428.547169811,131428.547169811
SAT Test,Education,1,2363,Free,Everyone,Education,2016-11-17,17,2016,6600,1e+05,0,11,2,48,4,8,2,0.02363,0.0416666666666667,0.358030303030303,15.1515151515152,154339.301369863,33912.0745920746
Talking Angela,Entertainment,0,1828284,Free,Everyone,Entertainment,2018-07-12,12,2018,52000,1e+08,0,7,2,8,4.1,14,2,0.01828284,0.25,35.1593076923077,1923.07692307692,356413.698113208,109901.17827298
"Calm - Meditate, Sleep, Relax",Health_and_fitness,1,111450,Free,Everyone,Health & Fitness,2018-08-05,5,2018,,5e+06,0,8,,,,29,5,0.02229,,,,59146.6588235294,58696.7965116279
EF Jumper,Game,1,4,Free,Everyone,Arcade,2017-07-13,13,2017,5100,100,0,7,,,,9,2,0.04,,0.000784313725490196,0.0196078431372549,651322.235800344,337298.201754386
Popsicle Launcher for Android P 9.0 launcher,Personalization,1,0,Paid,Everyone,Personalization,2018-07-11,11,2018,5500,0,1.49,7,1,1,4.2,44,7,,1,0,0,131428.547169811,131428.547169811
Comunidad De Fe Minitries,Lifestyle,1,19,Free,Everyone,Lifestyle,2018-03-01,1,2018,11000,500,0,3,1,1,4.1,25,4,0.038,1,0.00172727272727273,0.0454545454545455,38441.6803652968,38441.6803652968
Best DP and Status - All Type DP & Status,Family,1,1,Free,Everyone,Entertainment,2018-05-30,30,2018,5700,100,0,5,1,0,,41,10,0.01,0,0.000175438596491228,0.0175438596491228,64330.0062836625,109901.17827298
InterracialCupid - Interracial Dating App,Dating,0,212,Free,Mature 17+,Dating,2018-06-13,13,2018,3000,50000,0,6,2,3,5,41,5,0.00424,0.666666666666667,0.0706666666666667,16.6666666666667,19562.57,19562.57
To-U - free EV public charging,Travel_and_local,1,75,Free,Everyone,Travel & Local,2018-05-23,23,2018,19000,1000,0,5,2,9,4.1,30,6,0.075,0.222222222222222,0.00394736842105263,0.0526315789473684,160462.488721805,160462.488721805
Police Car Driving Sim,Family,1,72522,Free,Everyone,Simulation,2018-04-10,10,2018,51000,1e+07,0,4,1,,,22,4,0.0072522,,1.422,196.078431372549,64330.0062836625,105866.105263158
RIDE ZERO,Game,1,8778,Free,Teen,Music,2018-01-02,2,2018,36000,1e+05,0,1,1,3,4.3,9,2,0.08778,0.333333333333333,0.243833333333333,2.77777777777778,651322.235800344,215383.636363636
"AC & TV, DVD, Set Top Box - Remote control IR",Tools,0,3632,Free,Everyone,Tools,2017-11-13,13,2017,3200,1e+06,0,11,,26,,45,11,0.003632,,1.135,312.5,300009.696252466,300009.696252466
Car Search For Craigslist CL Free,Auto_and_vehicles,0,5,Free,Everyone,Auto & Vehicles,2018-05-08,8,2018,9000,1000,0,5,1,0,,33,6,0.005,0,0.000555555555555556,0.111111111111111,18733.3461538462,18733.3461538462
Google Calendar,Productivity,1,858208,Free,Everyone,Productivity,2018-08-06,6,2018,,5e+08,0,8,,,,15,2,0.001716416,,,,152064.489270386,152064.489270386
Batmobile™ R/C Controller,Family,0,452,Free,Everyone,Entertainment,2018-02-02,2,2018,30000,1e+05,0,2,1,0,4.4,25,3,0.00452,0,0.0150666666666667,3.33333333333333,64330.0062836625,109901.17827298
"GO Security－AntiVirus, AppLock, Booster",Tools,1,1251479,Free,Everyone,Tools,2018-07-24,24,2018,,1e+07,0,7,,,,39,4,0.1251479,,,,300009.696252466,300009.696252466
CV Builder for Smart Resumes,Business,0,22,Free,Everyone,Business,2017-05-23,23,2017,4100,1000,0,5,1,9,,28,5,0.022,0.111111111111111,0.00536585365853659,0.24390243902439,17597.0037878788,17597.0037878788
Viber Messenger,Communication,1,11334799,Free,Everyone,Communication,2018-07-18,18,2018,,5e+08,0,7,,,,15,2,0.022669598,,,,1284007.25128205,1284007.25128205
Canvas Student,Education,1,42828,Free,Everyone,Education,2018-07-20,20,2018,,1e+06,0,7,,,,14,2,0.042828,,,,154339.301369863,33912.0745920746
Dermatology Atlas (Colored & Illustrative),Medical,1,3,Free,Everyone,Medical,2018-07-19,19,2018,20000,100,0,7,1,0,4.1,42,5,0.03,0,0.00015,0.005,2982.98023715415,2982.98023715415
Florida Tides & Weather,Weather,0,30,Paid,Everyone,Weather,2015-05-06,6,2015,2000,1000,6.99,5,2,0,2.3,23,4,0.03,0,0.015,0.5,168071.108695652,168071.108695652
Bubble Witch 3 Saga,Game,1,1732263,Free,Everyone,Puzzle,2018-07-17,17,2018,78000,5e+07,0,7,4,8,3,19,4,0.03464526,0.5,22.2085,641.025641025641,651322.235800344,180459.85
SweetLand — Family Board Game,Family,1,38,Paid,Everyone,Casual,2014-11-14,14,2014,47000,1000,0.99,11,1,2,,29,5,0.038,0.5,0.000808510638297872,0.0212765957446809,64330.0062836625,610450.131944445
Wallpapers FN FAL Light Automatic Rifle,Personalization,1,0,Free,Teen,Personalization,2018-04-17,17,2018,14000,10,0,4,1,0,4.1,39,6,0,0,0,0.000714285714285714,131428.547169811,131428.547169811
Supermarket Manager: Cashier Simulator Kids Games,Family,0,15489,Free,Everyone,Casual,2017-10-11,11,2017,60000,1e+06,0,10,2,4,4,49,6,0.015489,0.5,0.25815,16.6666666666667,64330.0062836625,610450.131944445
Piczle Lines DX,Family,1,281,Free,Everyone,Puzzle,2018-04-15,15,2018,26000,5000,0,4,1,4,4,15,3,0.0562,0.25,0.0108076923076923,0.192307692307692,64330.0062836625,180459.85
Nights Keeper (do not disturb),Lifestyle,1,16426,Free,Everyone,Lifestyle,2017-02-26,26,2017,1600,5e+05,0,2,2,7,2.2,30,5,0.032852,0.285714285714286,10.26625,312.5,38441.6803652968,38441.6803652968
DB Sound Meter: Measure Noise Level- Decibel Meter,Tools,1,824,Free,Everyone,Tools,2017-12-13,13,2017,2800,10000,0,12,1,0,4.1,50,8,0.0824,0,0.294285714285714,3.57142857142857,300009.696252466,300009.696252466
Tomb of the Mask,Game,1,55380,Free,Everyone,Action,2018-07-24,24,2018,39000,5e+06,0,7,1,2,5,16,4,0.011076,0.5,1.42,128.205128205128,651322.235800344,473128.723404255
CY:ME - real time gps tracker,Maps_and_navigation,1,8,Free,Everyone,Maps & Navigation,2013-09-28,28,2013,749,1000,0,9,1,8,2.2,29,6,0.008,0.125,0.0106809078771696,1.3351134846462,48306.2567567568,48306.2567567568
Bacteria Vaginosis,Health_and_fitness,0,4015,Free,Mature 17+,Health & Fitness,2017-04-27,27,2017,7700,1e+06,0,4,6,0,3,18,2,0.004015,0,0.521428571428571,129.87012987013,59146.6588235294,58696.7965116279
Latin Dating,Dating,1,0,Free,Mature 17+,Dating,2018-07-09,9,2018,13000,10,0,7,1,0,4.1,12,2,0,0,0,0.000769230769230769,19562.57,19562.57
Whisper,Social,1,205803,Free,Teen,Social,2018-07-18,18,2018,,5e+06,0,7,,,,7,1,0.0411606,,,,1290707.14925373,1290707.14925373
English in a Month Free,Family,0,6577,Free,Everyone,Education,2017-07-23,23,2017,13000,1e+06,0,7,1,28,4.1,23,5,0.006577,0.0357142857142857,0.505923076923077,76.9230769230769,64330.0062836625,33912.0745920746
"Peers.TV: broadcast TV channels First, Match TV, TNT ...",Entertainment,1,141980,Free,Teen,Entertainment,2018-07-30,30,2018,,5e+06,0,7,,,,56,9,0.028396,,,,356413.698113208,109901.17827298
DX,Shopping,0,6697,Free,Everyone,Shopping,2018-02-01,1,2018,11000,5e+05,0,2,4,2,4,2,1,0.013394,2,0.608818181818182,45.4545454545455,204691.669811321,204691.669811321
Hungry Girl Diet Bk. Companion,Health_and_fitness,0,4,Free,Everyone,Health & Fitness,2018-02-01,1,2018,28000,1000,0,2,1,1,4,30,5,0.004,1,0.000142857142857143,0.0357142857142857,59146.6588235294,58696.7965116279
StartPage Private Search,Lifestyle,1,10198,Free,Everyone,Lifestyle,2017-08-21,21,2017,2200,1e+05,0,8,1,10,2.1,24,3,0.10198,0.1,4.63545454545455,45.4545454545455,38441.6803652968,38441.6803652968
BD Internet Packages (Updated),Communication,0,474,Free,Everyone,Communication,2016-08-05,5,2016,3000,50000,0,8,0,0,4,30,4,0.00948,,0.158,16.6666666666667,1284007.25128205,1284007.25128205
8fit Workouts & Meal Planner,Health_and_fitness,1,115721,Free,Everyone,Health & Fitness,2018-07-11,11,2018,67000,1e+07,0,7,3,5,5,28,5,0.0115721,0.6,1.72717910447761,149.253731343284,59146.6588235294,58696.7965116279
Favorite Soviet cartoons,Parenting,1,63,Free,Everyone,Parenting,2018-05-24,24,2018,4900,10000,0,5,1,0,4,24,3,0.0063,0,0.0128571428571429,2.04081632653061,4971.68421052632,4971.68421052632
ActionDirector Video Editor - Edit Videos Fast,Video_players,1,74531,Free,Everyone,Video Players & Editors,2018-06-15,15,2018,32000,5e+06,0,6,2,12,4.3,46,7,0.0149062,0.166666666666667,2.32909375,156.25,329225.936170213,326179.12631579
Vudu Movies & TV,Entertainment,0,58082,Free,Teen,Entertainment,2018-08-01,1,2018,,1e+07,0,8,,,,16,4,0.0058082,,,,356413.698113208,109901.17827298
Nyan Cat: Lost In Space,Game,1,371318,Free,Everyone 10+,Arcade,2018-06-08,8,2018,90000,1e+07,0,6,10,1,4.1,23,5,0.0371318,10,4.12575555555556,111.111111111111,651322.235800344,337298.201754386
Official NBSTSA CSFA Exam Prep,Medical,1,137,Free,Everyone,Medical,2018-05-17,17,2018,11000,1000,0,5,4,5,4.4,30,5,0.137,0.8,0.0124545454545455,0.0909090909090909,2982.98023715415,2982.98023715415
Best Buy,Shopping,1,186116,Free,Everyone,Shopping,2018-08-03,3,2018,34000,5e+06,0,8,11,6,4.4,8,2,0.0372232,1.83333333333333,5.474,147.058823529412,204691.669811321,204691.669811321
BC Slots - The Lost Reels FREE,Game,0,209,Free,Teen,Casino,2018-07-13,13,2018,22000,10000,0,7,7,0,4,30,7,0.0209,0,0.0095,0.454545454545455,651322.235800344,166196.608695652
Sticky Note + : Sync Notes,Productivity,1,21507,Free,Everyone,Productivity,2017-08-31,31,2017,6600,1e+06,0,8,13,4,4,26,6,0.021507,3.25,3.25863636363636,151.515151515152,152064.489270386,152064.489270386
Google app for Android TV,Tools,0,66,Free,Everyone,Tools,2018-07-19,19,2018,,1e+07,0,7,,,,25,5,6.6e-06,,,,300009.696252466,300009.696252466
Dead Zombie Evil Killer:Axe,Game,0,71,Free,Teen,Action,2016-12-01,1,2016,52000,10000,0,12,1,1,2.3,27,4,0.0071,1,0.00136538461538462,0.192307692307692,651322.235800344,473128.723404255
i am rich,Business,0,213,Free,Everyone,Business,2018-06-09,9,2018,2900,1000,0,6,1,0,4,9,3,0.213,0,0.073448275862069,0.344827586206897,17597.0037878788,17597.0037878788
Sotheby's International Realty,Lifestyle,1,894,Free,Everyone,Lifestyle,2018-04-09,9,2018,25000,50000,0,4,5,,,30,3,0.01788,,0.03576,2,38441.6803652968,38441.6803652968
"Sweet Snap - live filter, Selfie photo edit",Photography,1,123029,Free,Everyone,Photography,2018-08-02,2,2018,,1e+07,0,8,,,,43,8,0.0123029,,,,379773.567901235,379773.567901235
Lily & Leo - Crazy Circus Day,Family,0,8091,Free,Everyone,Casual,2018-06-05,5,2018,43000,1e+06,0,6,1,0,4.1,29,7,0.008091,0,0.188162790697674,23.2558139534884,64330.0062836625,610450.131944445
Friend Find: free chat + flirt dating app,Dating,1,23,Free,Mature 17+,Dating,2018-07-31,31,2018,11000,100,0,7,1,0,4.4,41,8,0.23,0,0.00209090909090909,0.00909090909090909,19562.57,19562.57
DP Status 2017,Photography,1,302,Free,Everyone,Photography,2017-06-15,15,2017,7000,50000,0,6,,,4.1,14,3,0.00604,,0.0431428571428571,7.14285714285714,379773.567901235,379773.567901235
Tarascon Pharmacopoeia,Medical,1,275,Free,Everyone 10+,Medical,2018-03-16,16,2018,5800,10000,0,3,3,16,4.4,22,2,0.0275,0.1875,0.0474137931034483,1.72413793103448,2982.98023715415,2982.98023715415
Ag PhD Soybean Diseases,Books_and_reference,1,0,Free,Everyone,Books & Reference,2017-05-08,8,2017,5900,1000,0,5,1,0,,23,4,0,0,0,0.169491525423729,49897.8571428571,49076.9917355372
BH by Kinomap,Health_and_fitness,0,141,Free,Everyone,Health & Fitness,2018-07-30,30,2018,22000,10000,0,7,3,2,4.1,13,3,0.0141,1.5,0.00640909090909091,0.454545454545455,59146.6588235294,58696.7965116279
Nose Doctor X: Booger Mania,Family,0,37584,Free,Everyone,Casual,2016-08-31,31,2016,34000,5e+06,0,8,1,0,4.1,27,5,0.0075168,0,1.10541176470588,147.058823529412,64330.0062836625,610450.131944445
Learn Italian with MosaLingua,Family,1,1719,Paid,Teen,Education,2018-05-31,31,2018,,50000,4.99,5,,,,29,4,0.03438,,,,64330.0062836625,33912.0745920746
FreedomPop Messaging Phone/SIM,Communication,0,9894,Free,Everyone,Communication,2018-07-26,26,2018,39000,5e+05,0,7,23,1,4.1,30,3,0.019788,23,0.253692307692308,12.8205128205128,1284007.25128205,1284007.25128205
"Trinity Church Deltona, FL",Lifestyle,1,33,Free,Everyone,Lifestyle,2018-05-07,7,2018,28000,500,0,5,1,9,,26,4,0.066,0.111111111111111,0.00117857142857143,0.0178571428571429,38441.6803652968,38441.6803652968
Manga AZ - Manga Comic Reader,Comics,0,125,Free,Teen,Comics,2018-07-24,24,2018,4700,5000,0,7,1,0,,29,6,0.025,0,0.0265957446808511,1.06382978723404,52594.2702702703,52594.2702702703
Where Am I? GPS Loc,Travel_and_local,1,68,Free,Everyone,Travel & Local,2017-11-14,14,2017,4200,10000,0,11,5,0,,19,5,0.0068,0,0.0161904761904762,2.38095238095238,160462.488721805,160462.488721805
Kaspersky Mobile Antivirus: AppLock & Web Security,Tools,1,2598579,Free,Everyone,Tools,2018-07-24,24,2018,49000,5e+07,0,7,11,17,4.1,50,7,0.05197158,0.647058823529412,53.0322244897959,1020.40816326531,300009.696252466,300009.696252466
Ag-Power,Business,1,0,Free,Everyone,Business,2018-07-13,13,2018,47000,10,0,7,2,4,4.4,8,1,0,0.5,0,0.000212765957446809,17597.0037878788,17597.0037878788
Elifba Quran Learning Game,Family,1,1424,Free,Everyone,Education,2018-06-07,7,2018,19000,1e+05,0,6,2,2,4.1,26,4,0.01424,1,0.0749473684210526,5.26315789473684,64330.0062836625,33912.0745920746
Subway Terminator: Smarter Subway,Maps_and_navigation,1,70556,Free,Everyone,Maps & Navigation,2018-07-17,17,2018,26000,1e+07,0,7,4,,4,33,4,0.0070556,,2.71369230769231,384.615384615385,48306.2567567568,48306.2567567568
Familial Hypercholesterolaemia,Medical,1,0,Free,Everyone,Medical,2018-07-05,5,2018,34000,10,0,7,2,0,4.1,30,2,0,0,0,0.000294117647058824,2982.98023715415,2982.98023715415
Rose Gold DW Watch Theme,Personalization,1,1,Free,Everyone,Personalization,2018-07-25,25,2018,3300,100,0,7,1,1,4,24,5,0.01,1,0.000303030303030303,0.0303030303030303,131428.547169811,131428.547169811
Capital One® Mobile,Finance,1,510392,Free,Everyone,Finance,2018-08-01,1,2018,79000,1e+07,0,8,5,38,5,19,3,0.0510392,0.131578947368421,6.4606582278481,126.582278481013,44660.4509803922,44660.4509803922
ChopAssistant,Tools,1,455,Free,Everyone,Tools,2017-02-28,28,2017,2800,50000,0,2,1,6,6,13,1,0.0091,0.166666666666667,0.1625,17.8571428571429,300009.696252466,300009.696252466
CX-17WIFI,Family,1,49,Free,Everyone,Entertainment,2018-03-21,21,2018,6600,10000,0,3,2,3,4.3,9,1,0.0049,0.666666666666667,0.00742424242424243,1.51515151515152,64330.0062836625,109901.17827298
/u/app,Communication,1,573,Free,Mature 17+,Communication,2018-07-03,3,2018,53000,10000,0,7,4,2,4.1,6,1,0.0573,2,0.010811320754717,0.188679245283019,1284007.25128205,1284007.25128205
iPlayIT for YouTube VR Player,Video_players,1,5879,Free,Teen,Video Players & Editors,2018-06-12,12,2018,,1e+06,0,6,,,4.1,29,5,0.005879,,,,329225.936170213,326179.12631579
KeePass DX Pro,Tools,1,0,Paid,Everyone,Tools,2018-08-02,2,2018,,100,5.99,8,,,,14,3,0,,,,300009.696252466,300009.696252466
NDS Emulator - For Android 6,Game,1,14002,Free,Everyone,Arcade,2018-07-26,26,2018,19000,1e+06,0,7,,0,,28,6,0.014002,,0.736947368421053,52.6315789473684,651322.235800344,337298.201754386
FC Browser - Focus Privacy Browser,Communication,1,26,Free,Everyone,Communication,2017-11-24,24,2017,4600,1000,0,11,1,0,5,34,6,0.026,0,0.00565217391304348,0.217391304347826,1284007.25128205,1284007.25128205
